"good.names","Synonyms","Family","Order","dim1.min2","dim1.min","dim1.max","dim1.max2","dim2.min2","dim2.min","dim2.max","dim2.max2","shape","EquatorialAxis","PolarAxis","EquatorialAxis_2","PolarAxis_2","SporeVolume","SporeVolume_2","Dimension_units","Volume_units","Phylum","SporeArea","spore_type"
"Racocetra_alborosea","Gigaspora_alborosea Scutellospora_alborosea","Gigasporaceae","Diversisporales",204,204,207,207,204,204,207,207,"globose to subglobose",205.5,205.5,205.5,205.5,4543955.82820467,4543955.82820467,"Micrometers","Cubic micrometers","Glomeromycota",33167.5607898151,"Azygospores"
"Racocetra_beninensis",NA,"Gigasporaceae","",210,210,320,320,210,210,320,320,"globose to sublgobose",265,265,265,265,9743976.86434349,9743976.86434349,"Micrometers","Cubic micrometers","Glomeromycota",55154.5860245858,"Azygospores"
"Racocetra_castanea","Scutellospora_castanea","Gigasporaceae","Paraglomerales",169,169,369,369,176,176,372,372,"globose to subglobose",269,274,269,274,10381347.8942928,10381347.8942928,"Micrometers","Cubic micrometers","Glomeromycota",57888.5570313723,"Azygospores"
"Racocetra_coralloidea","Gigaspora_coralloidea Scutellospora_coralloidea","Gigasporaceae","Diversisporales",308,308,393,393,324,324,454,454,"globose to subglobose",350.5,389,350.5,389,25022129.5474766,25022129.5474766,"Micrometers","Cubic micrometers","Glomeromycota",107084.719889343,"Azygospores"
"Racocetra_fulgida","Scutellospora_fulgida","Gigasporaceae","Diversisporales",160,160,240,240,160,160,245,245,"globose to subglobose",200,202.5,200,202.5,4241150.08234622,4241150.08234622,"Micrometers","Cubic micrometers","Glomeromycota",31808.6256175967,"Azygospores"
"Racocetra_gregaria","Gigaspora_gregaria Scutellospora_gregaria","Gigasporaceae","Diversisporales",250,250,448,448,250,250,448,448,"globose",349,349,349,349,22257424.2088603,22257424.2088603,"Micrometers","Cubic micrometers","Glomeromycota",95662.2816999726,"Azygospores"
"Racocetra_intraornata",NA,"Gigasporaceae","Diversisporales",150,150,260,260,150,150,260,260,"globose to subglobose to irregular",205,205,205,205,4510868.9016263,4510868.9016263,"Micrometers","Cubic micrometers","Glomeromycota",33006.3578167778,"Azygospores"
"Racocetra_minuta","Gigaspora_minuta Scutellospora_minuta","Gigasporaceae","Diversisporales",97,97,180,180,97,97,180,180,"globose to subglobose to irregular",138.5,138.5,138.5,138.5,1391066.66193103,1391066.66193103,"Micrometers","Cubic micrometers","Glomeromycota",15065.7039198307,"Azygospores"
"Racocetra_persica","Gigaspora_persica Scutellospora_persica","Gigasporaceae","Diversisporales",270,270,354,354,281,281,384,384,"globose to subglobose to ellipsoid",312,332.5,312,332.5,16947258.7379371,16947258.7379371,"Micrometers","Cubic micrometers","Glomeromycota",81477.2054708513,"Azygospores"
"Racocetra_tropicana",NA,"Gigasporaceae","Diversisporales",170,190,265,265,170,190,265,265,"globose to subglobose",227.5,227.5,217.5,217.5,6165138.32697478,5387365.07074698,"Micrometers","Cubic micrometers","Glomeromycota",40649.2636943392,"Azygospores"
"Racocetra_undulata",NA,"Gigasporaceae","Diversisporales",195,195,225,225,195,195,225,225,"globose to sublgobose",210,210,210,210,4849048.26081585,4849048.26081585,"Micrometers","Cubic micrometers","Glomeromycota",34636.0590058275,"Azygospores"
"Racocetra_verrucosa","Gigaspora_verrucosa Scutellospora_verrucosa","Gigasporaceae","Diversisporales",220,220,476,476,220,220,476,476,"globose to subglobose",348,348,348,348,22066647.3297796,22066647.3297796,"Micrometers","Cubic micrometers","Glomeromycota",95114.8591800846,"Azygospores"
"Racocetra_weresubiae","Scutellospora_weresubiae","Gigasporaceae","Diversisporales",125,125,265,265,135,135,414,414,"globose to subglobose",195,274.5,195,274.5,5465252.0248634,5465252.0248634,"Micrometers","Cubic micrometers","Glomeromycota",42040.4001912569,"Azygospores"
"Redeckera_fulvum","Paurocotylis_fulvum Endogone_fulva Glomus_fulvum Endogone_lignicola Endogone_moelleri","Diversisporaceae","Diversisporales",70,120,120,160,50,50,80,80,NA,65,120,65,115,265464.579228338,254403.555093823,"Micrometers","Cubic micrometers","Glomeromycota",6126.1056745001,"Azygospores"
"Redeckera_megalocarpum","Glomus_megalocarpum","Diversisporaceae","Diversisporales",56,65,95,115,38,38,57,62,"obovate to pyriform",47.5,80,50,85.5,94509.5789954929,111919.238284136,"Micrometers","Cubic micrometers","Glomeromycota",2984.5130209103,"Azygospores"
"Redeckera_pulvinatum","Endogone_pulvinata Glomus_pulvinatum","Diversisporaceae","Diversisporales",65,65,82,100,65,65,90,105,"globose to subglobose",73.5,77.5,82.5,85,219217.390124383,302918.254145353,"Micrometers","Cubic micrometers","Glomeromycota",4473.82428825271,"Azygospores"
"Rhizoglomus_melanum",NA,"Glomeraceae","Glomerales",137,165,226,285,137,165,226,285,NA,195.5,195.5,211,211,3912360.8781484,4918650.7696549,"Micrometers","Cubic micrometers","Glomeromycota",30018.1141545913,"Azygospores"
"Rhizophagus_aggregatus","Glomus_aggregatum","","Diversisporales",67.2,87,87,110.4,57.6,72,72,79.2,"globose to subglobose to obovate to cylindrical to irregular",72,87,68.4,88.8,236147.236585038,217532.31993561,"Micrometers","Cubic micrometers","Glomeromycota",4919.73409552162,"Azygospores"
"Rhizophagus_arabicus","","Glomeraceae","Glomerales(emendation)",33,65,65,105,33,65,65,105,"globose to sublglobose",65,65,69,69,143793.313748683,172006.910173022,"Micrometers","Cubic micrometers","Glomeromycota",3318.30724035422,"Azygospores"
"Rhizophagus_clarus","Glomus_clarum Rhizoglomus_clarum","Glomeraceae","",68,190,190,290,68,190,190,290,"globose to subglobose",190,190,179,179,3591364.00182873,3003016.47804117,"Micrometers","Cubic micrometers","Glomeromycota",28352.8736986479,"Azygospores"
"Rhizophagus_custos","Glomus_custos","Glomeraceae","Glomerales",42,42,90,90,42,42,90,90,"globose",66,66,66,66,150532.553589409,150532.553589409,"Micrometers","Cubic micrometers","Glomeromycota",3421.19439975928,"Azygospores"
"Rhizophagus_diaphanus","Glomus_diaphanum","Glomeraceae","Glomerales",39,74,74,121,39,74,74,121,"globose to subglobose",74,74,80,80,212174.790243045,268082.573106329,"Micrometers","Cubic micrometers","Glomeromycota",4300.84034276443,"Azygospores"
"Rhizophagus_fasciculatus","Endogone_fasciculata Glomus_fasciculatum Endogone_arenacea Rhizoglomus_fasciculatum","Glomeraceae","Glomerales",75,75,105,105,35,35,100,100,"globose to subglobose",67.5,90,67.5,90,214708.222918777,214708.222918777,"Micrometers","Cubic micrometers","Glomeromycota",4771.2938426395,"Azygospores"
"Rhizophagus_intraradices","Glomus_intraradices Rhizoglomus_intraradices","Glomeraceae","Glomerales",40.5,98.5,98.5,190.5,40.5,98.5,98.5,190.5,"globose to subglobose",98.5,98.5,115.5,115.5,500388.492724037,806760.404393236,"Micrometers","Cubic micrometers","Glomeromycota",7620.12933082289,"Azygospores"
"Rhizophagus_invermaium","Glomus_invermaium","Glomeraceae","Glomerales",50,50,75,75,50,50,75,75,"globose",62.5,62.5,62.5,62.5,127831.732323803,127831.732323803,"Micrometers","Cubic micrometers","Glomeromycota",3067.96157577128,"Azygospores"
"Rhizophagus_irregularis","Glomus_irregulare","Glomeraceae","Glomerales",60,60,130,130,80,80,240,240,"ovoid to oblong to irregular",95,160,95,160,756076.631963944,756076.631963944,"Micrometers","Cubic micrometers","Glomeromycota",11938.0520836412,"Azygospores"
"Rhizophagus_manihotis","Glomus_manihotis","Glomeraceae","Glomerales",145,170,235,450,145,170,235,450,"globose to subglobose",202.5,202.5,297.5,297.5,4347841.51410524,13786674.8295071,"Micrometers","Cubic micrometers","Glomeromycota",32206.2334378166,"Azygospores"
"Rhizophagus_natalensis","Rhizoglomus_natalensis","Glomeraceae","Glomerales",75,101,101,133,75,101,101,133,NA,101,101,104,104,539464.342097703,588977.413114605,"Micrometers","Cubic micrometers","Glomeromycota",8011.84666481737,"Azygospores"
"Rhizophagus_populinus",NA,"Glomeraceae","Glomerales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Micrometers","Cubic micrometers","Glomeromycota",NA,"Azygospores"
"Rhizophagus_proliferus","Glomus_proliferum","Glomeraceae","Glomerales",22,40,66,76,22,40,66,76,"globose to subglobose",53,53,49,49,77951.8149147479,61600.8723503643,"Micrometers","Cubic micrometers","Glomeromycota",2206.18344098343,"Azygospores"
"Rhizophagus_vesiculiferus","Endogone_vesiculifera","Glomeraceae","Glomerales",49,49,85,85,49,49,85,85,"globose to subglobose",67,67,67,67,157479.138545271,157479.138545271,"Micrometers","Cubic micrometers","Glomeromycota",3525.65235549115,"Azygospores"
"Sacculospora_felinovii",NA,"Acaulosporaceae","Glomerales",100,171,171,230,100,171,171,230,NA,171,171,165,165,2618104.35733315,2352071.14983451,"Micrometers","Cubic micrometers","Glomeromycota",22965.8276959048,"Azygospores"
"Sclerocystis_alba","Endogone_alba","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Micrometers","Cubic micrometers","Glomeromycota",NA,"Azygospores"
"Sclerocystis_clavispora","Glomus_clavisporum","","",140,140,185,185,20,25,40,50,"clavate to subcylindric",32.5,162.5,35,162.5,89870.8210929268,104228.881267536,"Micrometers","Cubic micrometers","Glomeromycota",4147.88405044277,"Azygospores"
"Sclerocystis_coccogenum","Ackermannia_coccogena Sphaerocreas_coccogenum Sclerocystis_microcarpus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Micrometers","Cubic micrometers","Glomeromycota",NA,"Azygospores"
"Sclerocystis_coremioides","Glomus_coremioides","Glomeraceae","Glomerales(emendation)",50,50,86,102,35,35,54,82,"clavate to subcylindric",44.5,68,58.5,76,70506.2403257401,136183.329144137,"Micrometers","Cubic micrometers","Glomeromycota",2376.61484244068,"Azygospores"
"Sclerocystis_dussi","Ackermannia_dussii Sphaerocreas_dussii","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Micrometers","Cubic micrometers","Glomeromycota",NA,"Azygospores"
"Sclerocystis_liquidambaris","Glomus_liquidambaris Glomus_liquidambaris Sclerocystis_cunninghamia","","",27.5,40,65,65,55,72.5,132.5,132.5,"cylindroclaveate to obovoid",52.5,102.5,46.25,93.75,147924.835337388,105000.984930772,"Micrometers","Cubic micrometers","Glomeromycota",4226.42386678252,"Azygospores"
"Sclerocystis_pubescens","Sphaerocreas_pubescens Endogone_pubescens Stigmatella_pubescens Glomus_pubescens","","",25,31,31,36,25,31,31,36,"globose to subglobose",31,31,30.5,30.5,15598.5311238489,14855.8717105097,"Micrometers","Cubic micrometers","Glomeromycota",754.767635024948,"Azygospores"
"Sclerocystis_rubiformis","Glomus_rubiforme Sclerocystis_indica Sclerocystis_pachycaulis","","",40,52,52,70,40,52,52,70,"globose to subglobose",52,52,55,55,73622.1766393256,87113.746290167,"Micrometers","Cubic micrometers","Glomeromycota",2123.7166338267,"Azygospores"
"Sclerocystis_sinuosa","Glomus_sinuosum","Glomeraceae","",45,45,118,118,30,30,83,83,"clavate to subcylindric",56.5,81.5,56.5,81.5,136223.842599399,136223.842599399,"Micrometers","Cubic micrometers","Glomeromycota",3616.5621929044,"Azygospores"
"Sclerocystis_taiwanensis","Glomus_taiwanense Glomus_taiwanense","","",40,40,85,85,17.5,22,42.5,55,"clavate to subcylindric",32.25,62.5,36.25,62.5,34035.9657216066,43002.5947537275,"Micrometers","Cubic micrometers","Glomeromycota",1583.06817309798,"Azygospores"
"Scutellospora_alterata",NA,"Gigasporaceae","",155,155,255,255,150,150,225,225,NA,187.5,205,187.5,205,3773592.73819868,3773592.73819868,"Micrometers","Cubic micrometers","Glomeromycota",30188.7419055894,"Azygospores"
"Scutellospora_arenicola",NA,"","Diversisporales",160,240,240,360,120,220,220,310,"subglobose to irregular",220,240,215,260,6082123.37734984,6292871.88452815,"Micrometers","Cubic micrometers","Glomeromycota",41469.0230273853,"Azygospores"
"Scutellospora_armeniaca","Cetraspora_armeniaca","","Diversisporales",140,196,196,240,140,196,196,240,"globose to subglobose",196,196,190,190,3942455.83042331,3591364.00182873,"Micrometers","Cubic micrometers","Glomeromycota",30171.8558450764,"Azygospores"
"Scutellospora_aurigloba","Gigaspora_aurigloba","Gigasporaceae","Diversisporales",323,323,438,438,323,323,469,469,"globose to ovoid",380.5,396,380.5,396,30019477.605803,30019477.605803,"Micrometers","Cubic micrometers","Glomeromycota",118342.224464401,"Azygospores"
"Scutellospora_biornata","Dentiscutata_biornata","","Diversisporales",120,260,450,493,120,260,450,493,"globose to subglobose",355,355,306.5,306.5,23425220.1716453,15076136.429085,"Micrometers","Cubic micrometers","Glomeromycota",98979.8035421634,"Azygospores"
"Scutellospora_calospora","Endogone_calospora Gigaspora_calospora","Gigasporaceae","Diversisporales",114,114,285,511,110,110,412,511,"globose, ellipsoidal to cylindrical",199.5,261,310.5,312.5,5439073.52598012,15775090.2672268,"Micrometers","Cubic micrometers","Glomeromycota",40895.2896690234,"Azygospores"
"Scutellospora_cerradensis","Dentiscutata_cerradensis Scutellospora_trirubiginopa Fuscutata_trirubiginopa","","Diversisporales",167,230,363,363,167,230,363,363,"globose to ovoid",296.5,296.5,265,265,13648116.3254171,9743976.86434349,"Micrometers","Cubic micrometers","Glomeromycota",69046.1196901373,"Azygospores"
"Scutellospora_crenulata",NA,"","Diversisporales",133,133,136,136,133,133,136,136,"globose to sublglobose to broadly ellipsoidal",134.5,134.5,134.5,134.5,1273988.40491093,1273988.40491093,"Micrometers","Cubic micrometers","Glomeromycota",14208.0491254007,"Azygospores"
"Scutellospora_dipapillosa","Gigaspora_dipapillosa","","Diversisporales",135,135,160,160,135,135,180,180,"globose to subglobose to irregular",147.5,157.5,147.5,157.5,1794168.47320365,1794168.47320365,"Micrometers","Cubic micrometers","Glomeromycota",18245.781083427,"Azygospores"
"Scutellospora_dipurpurescens",NA,"Gigasporaceae","Diversisporales",152,197,197,240,152,197,197,240,"globose to subglobose",197,197,196,196,4003107.94179229,3942455.83042331,"Micrometers","Cubic micrometers","Glomeromycota",30480.5173232916,"Azygospores"
"Scutellospora_gilmorei","Gigaspora_gilmorei Cetraspora_gilmorei","","Diversisporales",204,204,320,320,204,204,320,320,"globose to subglobose to ellipsoidal",262,262,262,262,9416781.56026844,9416781.56026844,"Micrometers","Cubic micrometers","Glomeromycota",53912.8715282544,"Azygospores"
"Scutellospora_hawaiiensis","Dentiscutata_hawaiiensis","","Diversisporales",200,240,240,360,180,230,230,290,"globose to irregular",230,240,235,280,6647610.054996,8096407.86707649,"Micrometers","Cubic micrometers","Glomeromycota",43353.9786195391,"Azygospores"
"Scutellospora_nigra","Gigaspora_nigra Dentiscutata_nigra","","Diversisporales",297,297,500,1050,297,297,500,1050,"globose",398.5,398.5,673.5,673.5,33134742.4694086,159960009.954265,"Micrometers","Cubic micrometers","Glomeromycota",124722.995493382,"Azygospores"
"Scutellospora_nodosa","Scutellispora_nodosa","Gigasporaceae","Diversisporales",160,243,243,270,160,243,243,270,"globose to subglobose",243,243,215,215,7513070.13637386,5203720.98143674,"Micrometers","Cubic micrometers","Glomeromycota",46376.9761504559,"Azygospores"
"Scutellospora_pellucida","Gigaspora_pellucida Cetraspora_pellucida","","Diversisporales",130,130,155,155,160,160,235,235,"globose to subglobose",142.5,197.5,142.5,197.5,2099884.70830611,2099884.70830611,"Micrometers","Cubic micrometers","Glomeromycota",22104.0495611169,"Azygospores"
"Scutellospora_pernambucana","Orbispora_pernambucana","","Diversisporales",110,110,145,145,110,110,145,145,"globose to subglobose",127.5,127.5,127.5,127.5,1085248.45596703,1085248.45596703,"Micrometers","Cubic micrometers","Glomeromycota",12767.6288937298,"Azygospores"
"Scutellospora_projecturata","Orbispora_projecturata","Gigasporaceae","Diversisporales",102,102,174,174,108,108,181,181,"globose to subglobose",138,144.5,138,144.5,1440869.47942038,1440869.47942038,"Micrometers","Cubic micrometers","Glomeromycota",15661.6247763085,"Azygospores"
"Scutellospora_reticulata","Gigaspora_reticulata Dentiscutata_reticulata","","Diversisporales",208,208,470,470,188,188,340,340,"globose to subglobose",264,339,264,339,12371038.9495296,12371038.9495296,"Micrometers","Cubic micrometers","Glomeromycota",70289.994031418,"Azygospores"
"Scutellospora_rubra","Fuscutata_rubra","","Diversisporales",140,140,220,220,140,140,220,220,"globose to subglobose",180,180,180,180,3053628.05928928,3053628.05928928,"Micrometers","Cubic micrometers","Glomeromycota",25446.9004940773,"Azygospores"
"Scutellospora_savannicola","Gigaspora_savannicola Fuscutata_savannicola","","Diversisporales",288,288,581,581,288,214,364,581,"ellipsoid to irregular",289,434.5,434.5,434.5,19001333.8548159,42950474.3571576,"Micrometers","Cubic micrometers","Glomeromycota",98622.8400768993,"Azygospores"
"Scutellospora_scutata","Dentiscutata_scutata","","Diversisporales",350,532,532,667,350,530,530,713,"globose to subglobose",530,532,508.5,531.5,78245972.7068791,71958782.3272151,"Micrometers","Cubic micrometers","Glomeromycota",221450.866151545,"Azygospores"
"Scutellospora_spinosissima","Cetraspora_spinosissima","","Diversisporales",130,130,228,228,121,121,208,230,"globose to subglobose to ellipsoidal",164.5,179,175.5,179,2536199.76436171,2886728.20067375,"Micrometers","Cubic micrometers","Glomeromycota",23126.4416203196,"Azygospores"
"Scutellospora_striata","Cetraspora_striata","","Diversisporales",130,130,184,184,116,116,152,152,"globose to subglobose",134,157,134,157,1476073.11949896,1476073.11949896,"Micrometers","Cubic micrometers","Glomeromycota",16523.2065615555,"Azygospores"
"Scutellospora_tricalypta","Gigaspora_tricalypta","","Diversisporales",303,303,387,387,303,303,387,387,"globose",345,345,345,345,21500863.7716277,21500863.7716277,"Micrometers","Cubic micrometers","Glomeromycota",93482.0163983813,"Azygospores"
"Septoglomus_altomontanum","","Glomeraceae","Diversisporales",137,137,175,208,125,125,170,204,"ovoid to elliptical",147.5,156,164.5,172.5,1777081.15441124,2444103.12487372,"Micrometers","Cubic micrometers","Glomeromycota",18072.0117397753,"Azygospores"
"Septoglomus_constrictum","Glomus_constrictum Funneliformis_constrictus","Glomeraceae","Glomerales",150,150,330,330,150,150,330,330,"globose to subglobose",240,240,240,240,7238229.47387088,7238229.47387088,"Micrometers","Cubic micrometers","Glomeromycota",45238.934211693,"Azygospores"
"Septoglomus_furcatum","","Glomeraceae","Glomerales",106,138,138,167,106,138,138,167,"globose to subglobose",138,138,136.5,136.5,1376055.28138417,1331669.87862655,"Micrometers","Cubic micrometers","Glomeromycota",14957.122623741,"Azygospores"
"Septoglomus_fuscum","","Glomeraceae","Glomerales",20,47,47,90,20,47,47,90,"globose to subglobose",47,47,55,55,54361.5956789422,87113.746290167,"Micrometers","Cubic micrometers","Glomeromycota",1734.94454294496,"Azygospores"
"Septoglomus_jasnowskae","","Glomeraceae","Glomerales",39,59,59,98,39,59,59,98,"globose to subglobose",59,59,68.5,68.5,107536.192933603,168294.660303877,"Micrometers","Cubic micrometers","Glomeromycota",2733.97100678652,"Azygospores"
"Septoglomus_nakheelum","","Glomeraceae","Glomerales",25,52,52,70,25,52,52,70,"globose to subglobose",52,52,47.5,47.5,73622.1766393256,56115.0625285739,"Micrometers","Cubic micrometers","Glomeromycota",2123.7166338267,"Azygospores"
"Septoglomus_titan","","Glomeraceae","Glomerales",243,265,375,400,243,265,375,400,"globose to subglobose",320,320,321.5,321.5,17157284.6788051,17399691.7351019,"Micrometers","Cubic micrometers","Glomeromycota",80424.7719318987,"Azygospores"
"Septoglomus_turnauae","","Glomeraceae","Glomerales",110,133,133,165,110,133,133,165,"globose to sublglobose",133,133,137.5,137.5,1231837.85262725,1361152.28578386,"Micrometers","Cubic micrometers","Glomeromycota",13892.9081123375,"Azygospores"
"Septoglomus_viscosum","Glomus_viscosum Viscospora_viscosa","Glomeraceae","Glomerales",44,44,97,97,46,46,94,94,"globose to subglobose",70,70.5,70,70.5,180877.197030432,180877.197030432,"Micrometers","Cubic micrometers","Glomeromycota",3875.93993636641,"Azygospores"
