"taxon","simplified_disease","simplified_disease_1","simplified_disease_2"
"Podosphaera hibiscicola","powdery mildew","powdery_mildew","powdery_mildews"
"Podosphaera leucotricha","powdery mildew","powdery_mildew","powdery_mildews"
"Podosphaera lini","powdery mildew","powdery_mildew","powdery_mildews"
"Podosphaera macularis","powdery mildew","powdery_mildew","powdery_mildews"
"Podosphaera mors-uvae","powdery mildew","powdery_mildew","powdery_mildews"
"Podosphaera myrtillina","powdery mildew","powdery_mildew","powdery_mildews"
"Podosphaera oxyacanthae subsp. tridactyla","powdery mildew","powdery_mildew","powdery_mildews"
"Podosphaera oxyacanthae var. tridactyla","powdery mildew","powdery_mildew","powdery_mildews"
"Podosphaera pannosa","powdery mildew","powdery_mildew","powdery_mildews"
"Podosphaera papaveris","powdery mildew","powdery_mildew","powdery_mildews"
"Podosphaera parietariae","powdery mildew","powdery_mildew","powdery_mildews"
"Podosphaera penicillata","powdery mildew","powdery_mildew","powdery_mildews"
"Podosphaera plantaginis","powdery mildew","powdery_mildew","powdery_mildews"
"Podosphaera polemonii","powdery mildew","powdery_mildew","powdery_mildews"
"Podosphaera pruinosa","powdery mildew","powdery_mildew","powdery_mildews"
"Podosphaera savulescui","powdery mildew","powdery_mildew","powdery_mildews"
"Podosphaera schlechtendalii","powdery mildew","powdery_mildew","powdery_mildews"
"Podosphaera setacea","powdery mildew","powdery_mildew","powdery_mildews"
"Podosphaera shepherdiae","powdery mildew","powdery_mildew","powdery_mildews"
"Podosphaera sparsa","powdery mildew","powdery_mildew","powdery_mildews"
"Podosphaera spiraeae","powdery mildew","powdery_mildew","powdery_mildews"
"Podosphaera tridactyla","powdery mildew","powdery_mildew","powdery_mildews"
"Podosphaera violae","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium ailanthi","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium antigononis","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium araliacearum","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium azadirachtae","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium boroniae","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium buddlejae","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium caesalpiniacearum","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium cassiae-siameae","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium cephalanthi","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium ceratoniae","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium cinnamomi","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium cinnamomi-japonici","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium clitoriae","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium elytrariae","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium grewiae","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium hardenbergiae","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium hortensiae","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium ipomoeae","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium jasmini","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium kalanchoës","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium leptadeniae","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium meliacearum","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium pavoniae","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium peltophori","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium poinsettiae","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium schmiedeknechtii","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium stachytarphetae","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium tamarindi","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium urenae","powdery mildew","powdery_mildew","powdery_mildews"
"Pseudoidium yenii","powdery mildew","powdery_mildew","powdery_mildews"
"Ramularia euphorbiae","powdery mildew","powdery_mildew","powdery_mildews"
"Sawadaea bicornis","powdery mildew","powdery_mildew","powdery_mildews"
"Sawadaea tulasnei","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca alpina","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca aphanis","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca astragali","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca balsaminae","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca callicarpae","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca caricae-papayae","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca cassiae","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca castagnei subsp. delphinii","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca celastracearum","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca collomiae","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca crotonis","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca delphinii","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca drabae","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca erodii","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca euphorbiae","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca euphorbiae-helioscopiae","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca euphorbiae-hirtae","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca ferruginea","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca fugax","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca fuliginea","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca fuliginea f. delphinii","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca fuliginea f. drabae","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca fuliginea var. fuliginea","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca fusca","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca helianthemi","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca hibiscicola","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca humuli var. fuliginea","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca leucotricha","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca lini","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca macularis","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca macularis f. epilobii","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca macularis f. erodii","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca macularis f. papaveris","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca macularis f. parietariae","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca macularis f. pruinosa","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca macularis var. fuliginea","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca mors-uvae","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca pannosa","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca papaveris","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca parietariae","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca plantaginis","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca polemonii","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca pruinosa","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca savulescui","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca shepherdiae","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca sparsa","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca spiraeae","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca verbenae","powdery mildew","powdery_mildew","powdery_mildews"
"Sphaerotheca violae","powdery mildew","powdery_mildew","powdery_mildews"
"Striatoidium aloysiae","powdery mildew","powdery_mildew","powdery_mildews"
"Tigria graminis","powdery mildew","powdery_mildew","powdery_mildews"
"Tigria tortilis","powdery mildew","powdery_mildew","powdery_mildews"
"Trichocladia astragali","powdery mildew","powdery_mildew","powdery_mildews"
"Trichocladia baeumleri","powdery mildew","powdery_mildew","powdery_mildews"
"Trichocladia diffusa","powdery mildew","powdery_mildew","powdery_mildews"
"Trichocladia golovinii","powdery mildew","powdery_mildew","powdery_mildews"
"Trichocladia pseudacaciae","powdery mildew","powdery_mildew","powdery_mildews"
"Trichocladia russellii","powdery mildew","powdery_mildew","powdery_mildews"
"Trichocladia swainsonae","powdery mildew","powdery_mildew","powdery_mildews"
"Trichocladia symphoricarpi","powdery mildew","powdery_mildew","powdery_mildews"
"Typhulochaeta koelreuteriae","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula acalyphae","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula aceris var. tulasnei","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula actinidiae","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula adunca","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula afrormosiae","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula australis","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula bicornis","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula bicornis var. tulasnei","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula bifurcata","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula bivonae","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula brachystegiae","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula buckleyae","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula ceibae","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula celtidis","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula clandestina","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula clintoniopsis","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula combreticola","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula crotonis","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula ehretiae","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula euodiae","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula flexuosa","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula floccosa","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula forestalis","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula fraxini","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula hydrangeae","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula incrassata","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula incrassata var. afrormosiae","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula jaborosae","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula kenjiana","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula koelreuteriae","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula kusanoi","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula ljubarskii","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula macrospora","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula magellanica","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula miyabei","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula necator","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula necator var. actinidiae","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula nothofagi","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula praeterita","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula pyrenaica","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula salicis var. miyabei","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula sengokui","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula tectonae","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula tulasnei","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula udaipurensis var. praeterita","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinula vernoniae","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinuliella flexuosa","powdery mildew","powdery_mildew","powdery_mildews"
"Uncinuliella ljubarskii","powdery mildew","powdery_mildew","powdery_mildews"
"Erysiphe australiana","powdery mildew, necrosis","powdery_mildew","powdery_mildews"
"Uncinula australiana","powdery mildew, necrosis","powdery_mildew","powdery_mildews"
"Uncinuliella australiana","powdery mildew, necrosis","powdery_mildew","powdery_mildews"
"Albigo lanestris","powdery mildew of oak","powdery_mildew","powdery_mildews"
"Cystotheca lanestris","powdery mildew of oak","powdery_mildew","powdery_mildews"
"Sphaerotheca lanestris","powdery mildew of oak","powdery_mildew","powdery_mildews"
"Acrosporium anacardii","powdery mildew, dieback, discoloration, defoliation","powdery_mildew dieback discoloration defoliation","powdery_mildews dieback discoloration defoliation"
"Erysiphe quercicola","powdery mildew, dieback, discoloration, defoliation","powdery_mildew dieback discoloration defoliation","powdery_mildews dieback discoloration defoliation"
"Oidium anacardii","powdery mildew, dieback, discoloration, defoliation","powdery_mildew dieback discoloration defoliation","powdery_mildews dieback discoloration defoliation"
"Oidium bauhiniae","powdery mildew, dieback, discoloration, defoliation","powdery_mildew dieback discoloration defoliation","powdery_mildews dieback discoloration defoliation"
"Oidium bixae","powdery mildew, dieback, discoloration, defoliation","powdery_mildew dieback discoloration defoliation","powdery_mildews dieback discoloration defoliation"
"Oidium citri","powdery mildew, dieback, discoloration, defoliation","powdery_mildew dieback discoloration defoliation","powdery_mildews dieback discoloration defoliation"
"Pseudoidium anacardii","powdery mildew, dieback, discoloration, defoliation","powdery_mildew dieback discoloration defoliation","powdery_mildews dieback discoloration defoliation"
"Pseudoidium bauhiniae","powdery mildew, dieback, discoloration, defoliation","powdery_mildew dieback discoloration defoliation","powdery_mildews dieback discoloration defoliation"
"Pseudoidium nephelii","powdery mildew, dieback, discoloration, defoliation","powdery_mildew dieback discoloration defoliation","powdery_mildews dieback discoloration defoliation"
"Erysiphe alphitoides","powdery mildew; leaf distortion,death","powdery_mildew _leaf_distortion death","powdery_mildews leaf_blister"
"Microsphaera alphitoides","powdery mildew; leaf distortion,death","powdery_mildew _leaf_distortion death","powdery_mildews leaf_blister"
"Erysiphe bremeri","powdery mildew; leaf deformation,defoliation","powdery_mildew _leaf_deformation defoliation","powdery_mildews leaf_blister defoliation"
"Microsphaera alhagi","powdery mildew; leaf deformation,defoliation","powdery_mildew _leaf_deformation defoliation","powdery_mildews leaf_blister defoliation"
"Trichocladia alhagi","powdery mildew; leaf deformation,defoliation","powdery_mildew _leaf_deformation defoliation","powdery_mildews leaf_blister defoliation"
