"clade","species","value"
"eudicots","Delphinium speciosum M.Bieb.",0.9128
"eudicots","Delphinium tenuisectum Greene",2.4
"eudicots","Delphinium trolliifolium A.Gray",1.6728
"eudicots","Delphinium tuberosum Menzies",0.66
"eudicots","Delphinium uliginosum Curran",0.786
"eudicots","Delphinium variegatum Torr. & A.Gray",0.628
"eudicots","Delphinium virescens Nutt.",0.52
"eudicots","Dendrocnide moroides (Wedd.) Chew",1.04
"eudicots","Dendrocnide photinophylla (Kunth) Chew",0.52
"eudicots","Dendrolobium triangulare (Retz.) Schindl.",5.378
"eudicots","Dendrolobium umbellatum (L.) Benth.",214.41
"eudicots","Dendromecon harfordii Kellogg ex Greene",16.726
"eudicots","Dendromecon rigida Benth.",9.6
"eudicots","Dendropanax arboreus (L.) Decne & Planch.",8
"eudicots","Dendrophthoe glabrescens (Blakely) Barlow",48.45
"eudicots","Dendroseris litoralis Skottsb.",5.583
"eudicots","Denhamia oleaster (Lindl.) F.Muell.",23.8612
"eudicots","Dentaria enneaphyllos L.",6.387
"eudicots","Dermatobotrys saundersii Bolus",0.9534884
"eudicots","Derris involuta Sprague",19.3826
"eudicots","Derris robusta (DC.) Benth.",11.8712
"eudicots","Descurainia artemisioides Svent.",0.2818182
"eudicots","Descurainia bourgaeana (E.Fourn.) O.E.Schulz",0.1396
"eudicots","Descurainia californica O.E.Schulz",0.1124
"eudicots","Descurainia pinnata subsp. glabra (Wooton & Standl.) Detling",0.1188
"eudicots","Descurainia pinnata subsp. halictorum (Cockerell) Detling",0.0948
"eudicots","Descurainia pinnata (Walter) Britton",0.1
"eudicots","Descurainia richardsonii (Sweet) O.E.Schulz",0.108
"eudicots","Descurainia sophia (L.) Webb ex Prantl",0.1
"eudicots","Desfontainia spinosa Ruiz & Pav.",1.1268
"eudicots","Desmanthus acuminatus Benth.",4.5
"eudicots","Desmanthus bicornutus S.Watson",3.5
"eudicots","Desmanthus fruticosus Rose",6.352
"eudicots","Desmanthus glandulosus (B.L.Turner) Luckow",6.4652
"eudicots","Desmanthus illinoensis (Michx.) MacMillan ex Robinson & Fernald",6
"eudicots","Desmanthus leptolobus Torr. & A.Gray",8.3964
"eudicots","Desmanthus velutinus Scheele",3.8
"eudicots","Desmanthus virgatus (L.) Willd.",4.5
"eudicots","Desmodium acanthocladum F.Muell.",8.9375912
"eudicots","Desmodium affine Schltdl.",2.8
"eudicots","Desmodium barbatum (L.) Benth. var. procumbens B.G.Schub.",1.0711538
"eudicots","Desmodium barbatum (L.) Benth.",1.25
"eudicots","Desmodium bellum (Blake) Schub.",3
"eudicots","Desmodium brachypodum A.Gray",3.5508
"eudicots","Desmodium brownii Schindl.",0.8604
"eudicots","Desmodium canadense (L.) DC.",5.1
"eudicots","Desmodium cinerascens A.Gray",4
"eudicots","Desmodium cinereum (Kunth) DC.",1.8328
"eudicots","Desmodium concinnum DC.",1.95108
"eudicots","Desmodium cuspidatum (Muhl. ex Willd.) Loudon",6.7964
"eudicots","Desmodium dalbergioides",35.46
"eudicots","Desmodium dillenii Darl.",5.5
"eudicots","Desmodium elegans DC. subsp. callianthum (Franch.) Ohashi",13.1818182
"eudicots","Desmodium elegans DC.",5.6
"eudicots","Desmodium gangeticum (L.) DC.",1.526
"eudicots","Desmodium glabrum (Mill.) DC.",3.3972
"eudicots","Desmodium glutinosum (Willd.) Alph.Wood",17.2836
"eudicots","Desmodium heterocarpon (L.) DC.",1.4108
"eudicots","Desmodium hirtum var. delicatulum",2.3608
"eudicots","Desmodium hirtum Guill. & Perr.",1.86296
"eudicots","Desmodium illinoense A.Gray",6.6032
"eudicots","Desmodium incanum DC.",4.468
"eudicots","Desmodium laxiflorum DC.",1.82
"eudicots","Desmodium leiocarpum (Spreng.) G.Don",2.57432
"eudicots","Desmodium linearifolium G.Don",2.1624
"eudicots","Desmodium multiflorum DC.",3.3906
"eudicots","Desmodium neomexicanum A.Gray",2.7068
"eudicots","Desmodium nicaraguense Oerst.",1.7
"eudicots","Desmodium orbiculare Schltdl.",2.8413
"eudicots","Desmodium ovalifolium Guill. & Perr.",1.5
"eudicots","Desmodium paniculatum (L.) DC. var. paniculatum",5.9328
"eudicots","Desmodium paniculatum (L.) DC.",3.49
"eudicots","Desmodium pauciflorum (Nutt.) DC.",13.3
"eudicots","Desmodium prehensile Schltdl.",1.1608
"eudicots","Desmodium psilophyllum Schltdl.",1.434
"eudicots","Desmodium reticulatum Champ. ex Benth.",1.2104
"eudicots","Desmodium rhytidophyllum F.Muell. ex Benth.",2.1192
"eudicots","Desmodium rigidum (Elliott) DC.",2.537
"eudicots","Desmodium salicifolium (Poir.) DC.",4.1532
"eudicots","Desmodium schweinfurthii Schindl.",0.5164
"eudicots","Desmodium scorpiurus (Sw.) Desv.",2.3168
"eudicots","Desmodium sequax Wall.",4.879
"eudicots","Desmodium sessilifolium Torr. & A.Gray",3.6952
"eudicots","Desmodium setigerum (E.Mey.) Benth. ex Harv.",1.2284
"eudicots","Desmodium tortuosum (Sw.) DC.",2.9
"eudicots","Desmodium uncinatum (Jacq.) DC.",3.89
"eudicots","Desmodium velutinum (Willd.) DC.",2.085
"eudicots","Desmoscelis villosa (Aubl.) Naudin",0.53
"eudicots","Detarium microcarpum Guill. & Perr.",4942.26
"eudicots","Detarium senegalense J.F.Gmel.",14285.7
"eudicots","Deutzia crenata Siebold & Zucc.",0.1788
"eudicots","Deutzia discolor Hemsl.",0.0348
"eudicots","Deutzia glaucophylla S.M.Hwang",0.0444
"eudicots","Deutzia purpurascens (Franch. ex L.Henry) Rehder",0.0490066
"eudicots","Deutzia scabra Thunb.",0.1
"eudicots","Dialium cochinchinense Pierre",181.82
"eudicots","Dialium englerianum Henriques",383.28
"eudicots","Dialium guianense (Aubl.) Sw.",250
"eudicots","Dialium guineense Willd.",118.83
"eudicots","Dialium lopense Breteler",230
"eudicots","Dialium occidentale subsp. occidentale",442.56
"eudicots","Dialium orientale Baker f.",165.85656
"eudicots","Dialium schlechteri Harms",157
"eudicots","Dianthus albens Jacq. ex Sond.",1.3024
"eudicots","Dianthus alpinus L.",0.56
"eudicots","Dianthus arenarius subsp. bohemicus O. Schwarz",0.631
"eudicots","Dianthus armeria L. subsp. armeria",0.246
"eudicots","Dianthus armeria L.",0.46
"eudicots","Dianthus azkurensis Sosn.",0.5288
"eudicots","Dianthus barbatus L. subsp. compactus (Kit.) Heuff.",0.6336
"eudicots","Dianthus barbatus L.",1.1
"eudicots","Dianthus bolusii Burtt Davy",0.9868
"eudicots","Dianthus carthusianorum L.",1.026
"eudicots","Dianthus caryophyllus L.",2
"eudicots","Dianthus caucaseus Sims",0.7924
"eudicots","Dianthus chinensis L.",1.6
"eudicots","Dianthus collinus Waldst. & Kit.",0.657
"eudicots","Dianthus collinus Waldst. & Kit. subsp. collinus",0.6376
"eudicots","Dianthus cretaceus Adam",0.62
"eudicots","Dianthus crinitus Sm.",0.8636
"eudicots","Dianthus cruentus Griseb.",0.6172
"eudicots","Dianthus cyri Fisch. & C.A.Mey.",0.2576
"eudicots","Dianthus deltoides L.",0.19
"eudicots","Dianthus floribundus Boiss.",1.0612
"eudicots","Dianthus genargenteus Bacch., Brullo, Casti & Giusso",0.9692
"eudicots","Dianthus giganteus d'd'Urv...",1.206
"eudicots","Dianthus glacialis Haenke",0.2891
"eudicots","Dianthus gracilis Sibth. & Sm.",0.9155
"eudicots","Dianthus gratianopolitanus Vill.",1.0699
"eudicots","Dianthus imereticus (Rupr.) Schischk.",0.7356
"eudicots","Dianthus judaicus Boiss.",0.874
"eudicots","Dianthus ketzkhovelii Makaschvili",0.4568
"eudicots","Dianthus langeanus Willk.",0.8492157
"eudicots","Dianthus laricifolius Boiss. & Reut. subsp. merinoi (M.Laínz) M.Laínz",0.754
"eudicots","Dianthus libanotis Labill.",4.0828
"eudicots","Dianthus microlepis Boiss.",0.454
"eudicots","Dianthus monspessulanus L.",1.03
"eudicots","Dianthus morisianus Vals.",1.2908
"eudicots","Dianthus moviensis F.N.Williams var. moviensis",0.8296
"eudicots","Dianthus namaensis var. dinteri",0.5556
"eudicots","Dianthus nardiformis Janka",0.4408
"eudicots","Dianthus orientalis Adams",1.29
"eudicots","Dianthus pallidiflorus Ser.",0.1912
"eudicots","Dianthus pavlovii Lazkov",1.0216
"eudicots","Dianthus pendulus Boiss. & Blanch.",1.4588
"eudicots","Dianthus petraeus Waldst. & Kit.",2.138
"eudicots","Dianthus plumarius L. subsp. lumnitzeri (Wiesb.) Domin",1.1504
"eudicots","Dianthus plumarius L. subsp. praecox (Willd. ex Spreng.) Domin",1.322
"eudicots","Dianthus plumarius L.",1.13
"eudicots","Dianthus pontederae A.Kern.",0.7431
"eudicots","Dianthus pungens L. subsp. brachyanthus (Boiss.) M.Bernal, Fern.Casas, G.López, M.Laínz &",1.0248
"eudicots","Dianthus ruprechtii Schischk.",0.7762557
"eudicots","Dianthus seguieri Vill.",1.69
"eudicots","Dianthus serotinus Waldst. & Kit.",0.6896
"eudicots","Dianthus sp.",0.88
"eudicots","Dianthus strictus Banks & Sol.",1.287
"eudicots","Dianthus subulosus Conrath & et Freyn ex Freyn",0.7108
"eudicots","Dianthus superbus subsp. longicalycinus",0.1
"eudicots","Dianthus superbus L. subsp. alpestris Celak.",0.9436
"eudicots","Dianthus sylvestris Wulfen",0.68
"eudicots","Dianthus tetralepis Nevski",1.0304
"eudicots","Dianthus tianschanicus Schischk.",1.1848
"eudicots","Dianthus tripunctatus Sm.",0.743
"eudicots","Diascia capensis (L.) Britten",0.461
"eudicots","Diascia elongata Benth.",0.3348
"eudicots","Diascia longicornis (Thunb.) Druce",0.213
"eudicots","Diascia tanyceras E.Mey. ex Benth.",0.06
"eudicots","Dicentra canadensis (Goldie) Walp.",1.359
"eudicots","Dicentra chrysantha (Hook. & Arn.) Walp.",0.7
"eudicots","Dicentra cucullaria (L.) Bernh.",1.314
"eudicots","Dicentra formosa (Haw.) Walp.",1.756
"eudicots","Dicentra formosa (Haw.) Walp. subsp. formosa",1.1212
"eudicots","Dicentra ochroleuca Engelm.",0.8
"eudicots","Dicentra spectabilis (L.) Lem.",4.72
"eudicots","Dicentra uniflora Kellogg",0.3696
"eudicots","Dicerma biarticulatum (L.) DC.",2.5812
"eudicots","Dichaetanthera cordifolia Baker",0.2688
"eudicots","Dichaetanthera crassinodis Baker",0.0268
"eudicots","Dichaetanthera rutenbergiana Baill. ex Vatke",0.0176
"eudicots","Dichapetalum mossambicense Engl.",265.684
"eudicots","Dichapetalum papuanum (Becc.) Boerl.",57.82
"eudicots","Dichapetalum zenkeri Engl.",439.4095238
"eudicots","Dichilus lebeckioides DC.",0.8292
"eudicots","Dichilus strictus E.Mey.",7.1428
"eudicots","Dichondra micrantha Urb.",3.2
"eudicots","Dichopsis pustulata (Dunst.) Hemsl. ex King & Gamble",2173.91
"eudicots","Dichotomanthes tristaniicarpa Kurz",22.728
"eudicots","Dichotomanthes tristaniicarpa Kurz var. tristaniicarpa",24.546
"eudicots","Dichotomanthes tristaniicarpa Kurz var. inclusa L.H.Zhou & C.Y.Wu",5.276
"eudicots","Dichroa alata L.",0.05024
"eudicots","Dichrocephala auriculata (Thunb.) Druce",0.0456
"eudicots","Dichrocephala benthamii C.B.Clarke",0.0372
"eudicots","Dichrocephala chrysanthemifolia (Blume) DC. var. chrysanthemifolia",0.1878
"eudicots","Dichrocephala integrifolia Kuntze",0.0872
"eudicots","Dichromochlamys dentatifolia (F.Muell.) Dunlop",0.40624
"eudicots","Dichrostachys arborescens (Benth.) Villiers",15.84
"eudicots","Dichrostachys cinerea subsp. africana",19.562
"eudicots","Dichrostachys cinerea (L.) Wight & Arn. subsp. africana Brenan & Brummitt var. lugardia Brenan & Brummitt",32.1035
"eudicots","Dichrostachys cinerea (L.) Wight & Arn.",26
"eudicots","Dichrostachys spicata (F.Muell.) Domin",30.3336
"eudicots","Dichrostachys venosa Villiers",13.6432
"eudicots","Dicliptera armata F.Muell.",1.7024
"eudicots","Dicliptera capitata Milne-Redh.",2.03
"eudicots","Dicliptera paniculata (Forssk.) I.Darbysh.",1.055
"eudicots","Dicliptera roxburghiana Nees",1.6
"eudicots","Dicoma anomala Sond.",3.2383
"eudicots","Dicoma arenaria Bremek.",2.6988
"eudicots","Dicoma capensis Less.",1.1748
"eudicots","Dicoma cuneneensis Wild",1.87248
"eudicots","Dicoma incana (Baker) O.Hoffm.",1.965
"eudicots","Dicoma schimperi Baill. ex O.Hoffm.",1.899
"eudicots","Dicoma schinzii O.Hoffm.",2.6542056
"eudicots","Dicoma tomentosa Cass.",2.8646
"eudicots","Dicoria canescens subsp. canescens",4.296
"eudicots","Dicoria canescens A.Gray",2.214
"eudicots","Dicraeopetalum capuronianum (M.Pelt) Yakovlev",36.4544
"eudicots","Dicraeopetalum mahafaliense (M.Peltier) Yakovlev",32.86
"eudicots","Dicranocarpus parviflorus A.Gray",3.0096
"eudicots","Dicranostyles ampla Ducke",800
"eudicots","Dicrastylis cordifolia Munir",4.59756
"eudicots","Dicrastylis exsuccosa (F.Muell.) Druce",9.9812
"eudicots","Dicrastylis fulva J.R.Drumm. ex Harv.",0.672
"eudicots","Dicrastylis gilesii F.Muell.",5.3688
"eudicots","Dicrastylis parvifolia F.Muell.",0.34208
"eudicots","Dicrastylis reticulata Drumm. ex Harv.",0.638
"eudicots","Dicrastylis verticillata J.M.Black",1.7912
"eudicots","Dictamnus albus L.",13.5
"eudicots","Dictamnus angustifolius G.Don ex Sweet",23.6051282
"eudicots","Dictamnus caucasicus (Fisch. & Mey.) Grossh.",17.3444
"eudicots","Dicymbe altsonii Sw.",6632.8
"eudicots","Didelotia idae J.Léonard, Oldem. & de Wit",670
"eudicots","Didelta carnosa var. carnosa",253.9
"eudicots","Didelta carnosa var. tomentosa Roessler",92
"eudicots","Didelta carnosa (L.f.) Ait.",73.5
"eudicots","Didelta spinosa (L.f.) Aiton",26.85
"eudicots","Didymaea alsinoides (Schltdl. & Cham.) Standl.",10.008
"eudicots","Didymocarpus platypus Clark",0.013
"eudicots","Didymopanax morototoni (Aubl.) Decne. & Planch.",14
"eudicots","Dieterlea maxima (Lira & Kearns) McVaugh",90.3472
"eudicots","Digera muricata subsp. muricata",4.4096
"eudicots","Digera muricata (L.) Mart subsp. trinervis C.C.Towns.",2.7872
"eudicots","Digitalis ciliata Trautv.",0.1388
"eudicots","Digitalis ferruginea L.",0.4
"eudicots","Digitalis grandiflora Mill.",0.189
"eudicots","Digitalis lanata Ehrh.",0.4
"eudicots","Digitalis lutea L. subsp. lutea",0.335
"eudicots","Digitalis lutea L.",0.3104
"eudicots","Digitalis minor L.",0.0696
"eudicots","Digitalis nervosa Steud. & Hochst. ex Benth.",0.39
"eudicots","Digitalis obscura subsp. obscura",0.3972
"eudicots","Digitalis orientalis Lam.",0.5
"eudicots","Digitalis parviflora Jacq.",0.388
"eudicots","Digitalis purpurea var. gloxiniaeflora",0.1
"eudicots","Digitalis purpurea var. gyspergerae (Rouy) Fiori",0.072
"eudicots","Digitalis purpurea L.",0.1
"eudicots","Digitalis schischkinii Ivanina",0.1164
"eudicots","Digitalis thapsi L.",0.1
"eudicots","Digitalis viridiflora Lindl.",0.222
"eudicots","Digomphia laurifolia Benth.",4.19
"eudicots","Dillenia indica L.",21.65
"eudicots","Dillenia pentagyna Roxb.",21.2
"eudicots","Dillenia suffruticosa (Griff.) M.Martens",9
"eudicots","Dillwynia acicularis DC.",5.5136
"eudicots","Dillwynia brunioides Meisn.",3
"eudicots","Dillwynia cinerascens R.Br.",2.228
"eudicots","Dillwynia crispii Jobson & P.H.Weston",4.0264706
"eudicots","Dillwynia dillwynioides (Meisn.) Druce",3.9568
"eudicots","Dillwynia elegans Endl.",4.9124
"eudicots","Dillwynia floribunda var. teretifolia",1.44
"eudicots","Dillwynia floribunda Sm.",2.2
"eudicots","Dillwynia glaberrima Sm.",2.272
"eudicots","Dillwynia glaucula Jobson & Weston",2.6984
"eudicots","Dillwynia hispida Lindl.",2.3968
"eudicots","Dillwynia laxiflora Benth.",7.3808
"eudicots","Dillwynia oreodoxa Blakely",3.9296
"eudicots","Dillwynia phylicoides A.Cunn.",2.6092
"eudicots","Dillwynia ramosissima Benth.",2.9584
"eudicots","Dillwynia retorta var. retorta",5.98
"eudicots","Dillwynia retorta Druce",5.1
"eudicots","Dillwynia rudis DC.",2.4403226
"eudicots","Dillwynia rupestris P.C.Jobson & P.H.Weston",6.5632
"eudicots","Dillwynia sericea A.Cunn.",1.2518
"eudicots","Dillwynia sieberi Steud.",3.9784
"eudicots","Dillwynia tenuifolia Sieber ex DC.",2.5848
"eudicots","Dillwynia uncinata (Turcz.) J.M.Black",2.3528
"eudicots","Dimocarpus longan Lour.",600
"eudicots","Dimorphocarpa wislizeni (Engelm.) Rollins",3.3092
"eudicots","Dimorphotheca acutifolia Hutch.",39.6608
"eudicots","Dimorphotheca aurantiaca DC.",1.4
"eudicots","Dimorphotheca calendulacea Harv.",1.4
"eudicots","Dimorphotheca chrysanthemifolia (Vent.) DC.",2.4
"eudicots","Dimorphotheca cuneata (Thunb.) Less.",7.6
"eudicots","Dimorphotheca ecklonis DC.",14.378
"eudicots","Dimorphotheca jucunda E.Phillips",7.2244
"eudicots","Dimorphotheca nudicaulis DC.",6.6164
"eudicots","Dimorphotheca pluvialis (L.) Moench",2.8
"eudicots","Dimorphotheca polyptera DC.",1
"eudicots","Dimorphotheca sinuata DC.",1.2
"eudicots","Dimorphotheca tragus (Jacq.) DC.",4.3
"eudicots","Dimorphotheca zeyheri Sond.",2.9
"eudicots","Dinteranthus inexpectatus Schwantes",0.01536
"eudicots","Dinteranthus microspermus Schwantes",0.02044
"eudicots","Dinteranthus puberulus N.E.Br.",0.0132
"eudicots","Dioclea guianensis Benth.",72
"eudicots","Dioclea hexandra (Ralph) Mabb.",5000
"eudicots","Dioclea reflexa Hook.f.",4013
"eudicots","Dioclea virgata (Rich.) Amshoff var. virgata",112.2496
"eudicots","Diodia apiculata (Willd. ex Roem. & Schult.) K.Schum.",0.07
"eudicots","Diodia multiflora DC.",0.99
"eudicots","Diodia teres var. setifera",6.8
"eudicots","Diosma fallax I.Williams",5.5642857
"eudicots","Diosma hirsuta L.",10.906
"eudicots","Diosma oppositifolia L.",13.295
"eudicots","Diosma passerinoides Steud.",3.7132075
"eudicots","Diosma pedicellata I.Williams",10.7018868
"eudicots","Diospyros abyssinica subsp. abyssinica",74.238
"eudicots","Diospyros abyssinica (Hiern) F.White",108.11372
"eudicots","Diospyros aculeata H.Perrier",93.9688
"eudicots","Diospyros anisandra S.F.Blake",148
"eudicots","Diospyros antsiranensis ined.",32.9896
"eudicots","Diospyros assimilis Bedd.",238.1
"eudicots","Diospyros austro-africana De Winter var. rubriflora (De Winter) De Winter",77.0248
"eudicots","Diospyros burmanica Kurz",322.58
"eudicots","Diospyros bussei Gürke",302.822
"eudicots","Diospyros caribaea (A.DC.) Standl.",567.0704
"eudicots","Diospyros confertiflora Gürke ex J.D.Kenn.",713
"eudicots","Diospyros cupulosa (F.Muell.) F.Muell.",54
"eudicots","Diospyros dichrophylla (Gand.) De Winter",189.593
"eudicots","Diospyros digyna Jacq.",1127.233
"eudicots","Diospyros ebenum J.Koenig",109.29
"eudicots","Diospyros elliotii (Hiern ex Scott-Elliot) F.White",291.479713
"eudicots","Diospyros embryopteris Pers.",118.34
"eudicots","Diospyros ferrea (Willd.) Bakh.",31.39
"eudicots","Diospyros fischeri Gürke",305.34
"eudicots","Diospyros glabra (L.) De Winter",95.8461
"eudicots","Diospyros humbertiana H.Perrier",157.4972
"eudicots","Diospyros ierensis Britton",1.01
"eudicots","Diospyros inhacaensis F.White",183.2271
"eudicots","Diospyros intricata (A.Gray) Standl.",143.43648
"eudicots","Diospyros kaki L.f.",384.61
"eudicots","Diospyros kirkii Hiern",1242
"eudicots","Diospyros latispathulata H.Perrier",65.436
"eudicots","Diospyros lotus L.",255
"eudicots","Diospyros loureiriana subsp. rufescens (Caveney) Verdc.",262.44
"eudicots","Diospyros lycioides subsp. lycioides",124.564
"eudicots","Diospyros lycioides Desf. subsp. guerkei (Kuntze) De Winter",134.268
"eudicots","Diospyros lycioides Desf.",101.704
"eudicots","Diospyros manampetsae H.Perrier",31.4496
"eudicots","Diospyros melanida Poir.",489.8491803
"eudicots","Diospyros melanoxylon Roxb.",995
"eudicots","Diospyros mespiliformis Hochst. ex A.DC.",350
"eudicots","Diospyros mollis Griff.",393.4
"eudicots","Diospyros morrisiana Hance",92
"eudicots","Diospyros myriophylla (H. Perrier) ined.",27.264
"eudicots","Diospyros natalensis (Harv.) Brenan",87.76
"eudicots","Diospyros neraudii A.DC.",553.7401961
"eudicots","Diospyros nicaraguensis (Standl.) Standl.",172.8
"eudicots","Diospyros nodosa Poir.",595.71
"eudicots","Diospyros occlusa H.Perrier",211.7436709
"eudicots","Diospyros olacinoides (H.Perrier) G.E.Schatz & Lowry",55.32
"eudicots","Diospyros palmeri Scheele",197.63
"eudicots","Diospyros pavonii (A.DC.) J.F.Macbr.",600
"eudicots","Diospyros pervillei Hiern",50.4952
"eudicots","Diospyros platycalyx Hiern",194.792
"eudicots","Diospyros quercina (Baill.) G.E.Schatz & Lowry",86.7707071
"eudicots","Diospyros ramulosa (E.Mey. ex A.DC.) De Winter",58.0160428
"eudicots","Diospyros revaughanii I.Richardson",406.002
"eudicots","Diospyros rotundifolia Hiern",25.9555556
"eudicots","Diospyros sakalavarum H.Perrier",98.3403
"eudicots","Diospyros scabra (Chiov.) Cufod.",357.56
"eudicots","Diospyros senensis Klotzsch",191.804
"eudicots","Diospyros sp.",3300
"eudicots","Diospyros squarrosa Klotzsch",119.2645
"eudicots","Diospyros subrotata Hiern",950
"eudicots","Diospyros tetrasperma Sw.",149.8376
"eudicots","Diospyros texana Scheele",145.4
"eudicots","Diospyros tomentosa Roxb.",862.07
"eudicots","Diospyros tropophylla (H.Perrier) G.E.Schatz & Lowry",157.7753
"eudicots","Diospyros virginiana L.",364.6
"eudicots","Diospyros vohemarensis ined.",139.1459075
"eudicots","Diospyros wajirensis F.White",268.6204
"eudicots","Diospyros whyteana (Hiern) F.White",127.6354
"eudicots","Diospyros zombensis (B.L.Burtt) F.White",898
"eudicots","Diotis maritima (L.) Sm.",15
"eudicots","Dipelta yunnanensis Franch.",4.8922156
"eudicots","Diphysa minutifolia Rose",11.283
"eudicots","Diphysa robinioides Benth. ex Benth. & Oerst.",21.4
"eudicots","Diphysa sennoides Benth. ex Benth. & Oerst.",11.6752
"eudicots","Diphysa suberosa S.Watson",26.2112903
"eudicots","Diplacus aurantiacus Jeps.",0.02
"eudicots","Diplaspis nivis Van den Borre & Henwood",1.0392
"eudicots","Diplocyclos decipiens (Hook.f.) C.Jeffrey",16.0665775
"eudicots","Diplocyclos palmatus (L.) C.Jeffrey",10.727
"eudicots","Diploglottis bracteata Leenh.",3967
"eudicots","Diploglottis campbellii Cheel",2198.32
"eudicots","Diploglottis diphyllostegia (F.Muell.) Bailey",176
"eudicots","Diploglottis smithii S.T.Reynolds",510
"eudicots","Diploknema butyracea H.J.Lam",8318
"eudicots","Diplolaena andrewsii Ostenf.",13.4818182
"eudicots","Diplolaena angustifolia Hook.",12.8156
"eudicots","Diplolaena dampieri Desf.",9.1204
"eudicots","Diplolaena grandiflora Desf.",12.6844
"eudicots","Diplolaena graniticola Paul G.Wilson",7.4524
"eudicots","Diplolaena leemaniana Paul G.Wilson",10.8852
"eudicots","Diplolaena velutina (Paul G.Wilson) Paul G.Wilson",6.1116
"eudicots","Diplolepis boerhaviifolia (Hook. & Arn.) Liede & Rapini",7.1808
"eudicots","Diplolophium buchananii subsp. buchananii",2.1876
"eudicots","Diplopeltis huegelii Endl.",5.62
"eudicots","Diplopeltis stuartii F.Muell.",18.6552
"eudicots","Diplorhynchus condylocarpon (Müll.Arg.) Pichon",200.32
"eudicots","Diplotaxis acris (Forssk.) Boiss.",0.348
"eudicots","Diplotaxis catholica (L.) DC.",0.2
"eudicots","Diplotaxis erucoides (L.) DC.",0.2
"eudicots","Diplotaxis harra (Forssk.) Boiss. subsp. crassifolia (Raf.) Maire",0.07964
"eudicots","Diplotaxis harra (Forssk.) Boiss.",0.154
"eudicots","Diplotaxis ibicensis (Font Quer) Gomez-Camp",0.0972
"eudicots","Diplotaxis muralis (L.) DC.",0.2345
"eudicots","Diplotaxis siifolia Kunze",0.3
"eudicots","Diplotaxis tenuifolia (L.) DC.",0.32
"eudicots","Diplotropis purpurea (Rich.) Amstoff",160
"eudicots","Dipsacus asper Wall.",3.8992
"eudicots","Dipsacus dipsacoides (Kar. & Kir.) V.I.Botsch.",16.7108
"eudicots","Dipsacus ferox Loisel.",2.8596
"eudicots","Dipsacus fullonum L.",3.19
"eudicots","Dipsacus laciniatus L.",3.487
"eudicots","Dipsacus pilosus L.",5.03
"eudicots","Dipsacus pinnatifidus Steud. ex A.Rich.",4.412
"eudicots","Dipsacus sativus (L.) Honck.",0.07
"eudicots","Dipsacus strigosus Willd. ex Roem. & Schult.",5.6508
"eudicots","Dipsacus sylvestris Huds.",3.1
"eudicots","Dipterocarpus alatus Roxb. ex G.Don",2973
"eudicots","Dipterocarpus caudatus subsp. penangianus (Foxw.) P.S.Ashton",5410
"eudicots","Dipterocarpus chartaceus Symington",5020
"eudicots","Dipterocarpus cornutus Dyer",9000
"eudicots","Dipterocarpus costatus Gaertn.",1320
"eudicots","Dipterocarpus gracilis Bl.",1270
"eudicots","Dipterocarpus grandiflorus Blanco",20760
"eudicots","Dipterocarpus humeratus Slooten",10600
"eudicots","Dipterocarpus intricartus x tuberculatus",840
"eudicots","Dipterocarpus intricatus Dyer",2532.7
"eudicots","Dipterocarpus kunstleri King",12880
"eudicots","Dipterocarpus obtusifolius Teijsm. ex Miq.",9646
"eudicots","Dipterocarpus pilosus Roxb.",8333
"eudicots","Dipterocarpus tuberculatus var. grandifolius",1450
"eudicots","Dipterocarpus tuberculatus Roxb.",2685
"eudicots","Dipterocarpus turbinatus Gaertn.",3199.7
"eudicots","Dipterocarpus zeylanicus Thwaites",6800
"eudicots","Dipterygium glaucum Decne.",5.663
"eudicots","Dipteryx alata Vogel",948
"eudicots","Dipteryx odorata (Aubl.) Willd.",6060
"eudicots","Dipteryx panamensis (Pittier) Record & Mell",7542
"eudicots","Dirca occidentalis A.Gray",11.378
"eudicots","Disanthus cercidifolius Maxim.",11.5
"eudicots","Dischisma spicatum Choisy",0.812
"eudicots","Disciphania ernstii Eichler",233
"eudicots","Disparago ericoides (P.J.Bergius) Gaertn.",0.2516
"eudicots","Disparago kraussii Sch.Bip.",0.0816
"eudicots","Disphyma clavellatum (Haw.) Chinnock",0.36
"eudicots","Disphyma crassifolium (L.) L.Bolus",0.1216
"eudicots","Disphyma dunsdonii L.Bolus",19.6349315
"eudicots","Dissocarpus biflorus var. cephalocarpus (F.Muell.) A.J.Scott",1.11
"eudicots","Dissocarpus biflorus F.Muell.",39.5942
"eudicots","Dissocarpus paradoxus (R.Br.) Ulbr.",110.56
"eudicots","Dissochaeta gracilis (Jack) Bl.",0.021
"eudicots","Dissotis brazzae Cogn.",0.1376
"eudicots","Dissotis bussei Engl.",0.4308
"eudicots","Dissotis caloneura Engl.",0.0424
"eudicots","Dissotis debilis (Sond.) Triana",0.0272
"eudicots","Dissotis formosa A.Fern. & R.Fern.",0.1568
"eudicots","Dissotis johnstoniana var. johnstoniana",0.07452
"eudicots","Dissotis princeps Triana",0.053
"eudicots","Dissotis rotundifolia (Sm.) Triana",0.34
"eudicots","Dissotis thollonii Buett. var. elliotii",0.035
"eudicots","Distephanus angulifolius (DC.) H.Rob. & B.Kahn",0.6368
"eudicots","Distephanus anisochaetoides (Sond) H.Rob. & B.Kahn",0.49816
