"clade","species","value"
"monocots","Aframomum angustifolium (Sonn.) K.Schum.",22.5882
"monocots","Aframomum elliottii (Baker) K.Schum.",14.28
"monocots","Aframomum strobilaceum (Sm.) Hepper",12.6844
"monocots","Agapanthus africanus (L.) Hoffm.",6.6
"monocots","Agapanthus inapertus subsp. inapertus",3.958
"monocots","Agapanthus inapertus Beauverd",5.5
"monocots","Agave americana L.",8.98
"monocots","Agave angustiarum Trel.",4.1408
"monocots","Agave atrovirens Karw. ex Salm-Dyck",8.3
"monocots","Agave attenuata Salm-Dyck",1.8392
"monocots","Agave chrysantha Peebles",7.6732
"monocots","Agave deserti Engelm.",11.396
"monocots","Agave filifera Salm-Dyck",1.7992
"monocots","Agave geminiflora (Tagl.) Ker Gawl.",2.1
"monocots","Agave ghiesbreghtii Lem. ex Jacobi",1.8896
"monocots","Agave karwinskii Zucc.",7.8276
"monocots","Agave kerchovei Lem.",2.8486
"monocots","Agave lecheguilla Torr.",5.5
"monocots","Agave lechuguilla Torr.",5.031
"monocots","Agave macroacantha Zucc.",8.8824
"monocots","Agave marmorata Roezl",3.174
"monocots","Agave missionum Trel.",5.0674
"monocots","Agave mitis Mart. var. mitis",1.5612
"monocots","Agave palmeri Engelm.",7.8388
"monocots","Agave parryi var. huachucensis (Baker) Little",11.2924
"monocots","Agave parryi Engelm.",4.4
"monocots","Agave parryi Engelm. subsp. neomexicana (Wooton & Standl.) B.Ullrich",7.08
"monocots","Agave potatorum Zucc.",6.03
"monocots","Agave potreriana Trel.",1.4
"monocots","Agave salmiana var. ferox (K. Koch) Gentry",9.3396
"monocots","Agave salmiana Otto ex Salm-Dyck",6.7404
"monocots","Agave schottii var. schottii",4.8712
"monocots","Agave schottii Engelm.",2.2
"monocots","Agave striata Zucc.",3.024
"monocots","Agave stricta Zucc.",2.9678
"monocots","Agave tequilana F.A.C.Weber",5.918
"monocots","Agave toumeyana subsp. toumeyana",5.1444
"monocots","Agave utahensis Engelm.",3.7556
"monocots","Agave vivipara L. var. vivipara",7.3533
"monocots","Agave xylonacantha Salm-Dyck",1.6504
"monocots","Aglaonema nitidum (Jack) Kunth",98.1828571
"monocots","Aglaonema simplex Bl.",200
"monocots","Agropyron caninum (L.) P.Beauv.",3.1
"monocots","Agropyron ciliare subsp. minor (Miq.) T.Koyama",4.17
"monocots","Agropyron cristatum subsp. x. Triticum",13.7
"monocots","Agropyron cristatum (L.) Gaertn.",1.7
"monocots","Agropyron dasystachyum (Hook.) Scribn.",3.3
"monocots","Agropyron desertorum (Fisch. ex Link) Schult.",2.1
"monocots","Agropyron elongatum (Host) P.Beauv.",5.26
"monocots","Agropyron glaucum Roem. & Schult.",5.7
"monocots","Agropyron imbricatum Roem. & Schult.",1.98
"monocots","Agropyron inerme (Scribn. & J.G.Sm.) Rydb.",3.6
"monocots","Agropyron intermedium (Host) P.Beauv.",5.7
"monocots","Agropyron junceum (L.) P.Beauv.",6.2
"monocots","Agropyron obtusiusculum Lange",6.7
"monocots","Agropyron repens (L.) Beauv.",2.1
"monocots","Agropyron riparium Scribn. & J.G.Sm.",2.9
"monocots","Agropyron scabrum (R.Br.) P.Beauv.",0.668
"monocots","Agropyron scribneri Vasey",0.156
"monocots","Agropyron smithii Rydb.",2.89
"monocots","Agropyron spicatum (Pursh) Scribn. & J.G.Sm.",4.8
"monocots","Agropyron tenerum Vasey",3.25
"monocots","Agropyron trachycaulum (Link) Malte ex H.F.Lewis",3.2
"monocots","Agropyron trichophorum (Link) K.Richt.",5.6
"monocots","Agropyron tsukushiense (Honda) Ohwi",5.38
"monocots","Agrostis alba L.",0.08
"monocots","Agrostis australiensis Mez",0.07
"monocots","Agrostis canina subsp. canina",0.05
"monocots","Agrostis canina subsp. montana (Hartm.) Hartm.",0.06
"monocots","Agrostis canina L.",0.06
"monocots","Agrostis capillaris L.",0.075
"monocots","Agrostis castellana Boiss. & Reut.",0.17
"monocots","Agrostis clavata Trin.",0.11
"monocots","Agrostis curtisii Kerguélen",0.1024
"monocots","Agrostis delicatula Pourr. ex Lapeyr.",0.0722
"monocots","Agrostis exarata Trin.",0.1052
"monocots","Agrostis gigantea Roth",0.08
"monocots","Agrostis himalayana Bor",0.0688
"monocots","Agrostis hyemalis var. palustris",0.07
"monocots","Agrostis hyemalis (Walter) Britton, Stern & Pogg.",0.05
"monocots","Agrostis muelleriana Vickery",0.0936
"monocots","Agrostis pallida With.",0.05
"monocots","Agrostis parviflora R. Br.",0.0708
"monocots","Agrostis perennans (Walter) Tuck.",0.09848
"monocots","Agrostis pourretii Willd.",0.0564
"monocots","Agrostis propinqua S.W.L.Jacobs",0.088
"monocots","Agrostis rupestris All.",0.1404
"monocots","Agrostis scabra Willd.",0.077
"monocots","Agrostis stolonifera var. palustris (Huds.) Farw.",0.07
"monocots","Agrostis stolonifera L.",0.07
"monocots","Agrostis tenuis Sibth.",0.07
"monocots","Agrostis thurberiana Hitchc.",0.027
"monocots","Agrostis variabilis Rydb.",0.077
"monocots","Agrostis venusta Trin.",0.144
"monocots","Agrostis vinealis Schreb.",0.0606
"monocots","Agrostocrinum scabrum Baill.",1.7172
"monocots","Aira caryophyllea L.",0.13
"monocots","Aira cupaniana Guss.",0.043
"monocots","Aira elegantissima Schur",0.0592
"monocots","Aira praecox L.",0.16
"monocots","Albuca abyssinica Murray",2.6845
"monocots","Albuca acuminata Baker",0.847
"monocots","Albuca bracteata (Thunb.) J.C.Manning & Goldblatt",1.0936
"monocots","Albuca canadensis (L.) Leight.",0.9
"monocots","Albuca cooperi Baker",0.949
"monocots","Albuca donaldsonii Rendle",10.49
"monocots","Albuca exuviata Baker",0.8
"monocots","Albuca fastigiata Dryand.",1.8776
"monocots","Albuca glauca Baker",1.858
"monocots","Albuca juncifolia Baker",0.57
"monocots","Albuca nelsonii N.E.Br.",2.15
"monocots","Albuca nigritana (Baker) Troupin",1.8
"monocots","Albuca paradoxa Dinter",0.9848
"monocots","Albuca pendula B.Mathew",2.8316
"monocots","Albuca secunda (Jacq.) J.C.Manning & Goldblatt",1.2725
"monocots","Albuca seineri (Engl. & K.Krause) J.C.Manning & Goldblatt",7.165
"monocots","Albuca setosa Jacq.",1.3936
"monocots","Albuca shawii Baker",0.85148
"monocots","Albuca sp.",4.8
"monocots","Albuca stapffii (Schinz) J.C.Manning & Goldblatt",5.0548
"monocots","Albuca tubiformis (Oberm.) J.C.Manning & Goldblatt",7.3956
"monocots","Albuca virens (Ker Gaul.) J.C.Manning & Goldblatt",1.45
"monocots","Alcantarea regina (Vell.) Harms",2.1452
"monocots","Aletris aurea Walter",0.02292
"monocots","Aletris farinosa L.",0.018
"monocots","Aletris stenoloba Franch.",0.01168
"monocots","Alisma gramineum C.C.Gmel.",0.37
"monocots","Alisma lanceolatum With.",0.472
"monocots","Alisma plantago-aquatica L. subsp. orientale (Sam.) Sam.",0.2532
"monocots","Alisma plantago-aquatica L.",0.5
"monocots","Alisma subcordatum Raf.",0.35744
"monocots","Alisma triviale Pursh",0.4224
"monocots","Allium acuminatum Hook.",2.3163
"monocots","Allium affine Ledeb.",2.0676
"monocots","Allium aflatunense B.Fedtsch.",3.6912
"monocots","Allium alaicum Vved.",1.5076
"monocots","Allium albidum Fisch. ex M.Bieb.",1.5172
"monocots","Allium albotunicatum O.Schwarz",0.914
"monocots","Allium alexandrae Vved.",0.9268
"monocots","Allium altissimum Regel",6.4408
"monocots","Allium amethystinum Tausch",2.0688
"monocots","Allium ampeloprasum var. porrum (L.) J.Gay",2.7
"monocots","Allium ampeloprasum L.",2.509
"monocots","Allium amplectens Torr.",2.506
"monocots","Allium artemisietorum Eig & Feinbrun",0.62716
"monocots","Allium ascalonicum L.",1.0116
"monocots","Allium aschersonianum Barbey",3.588
"monocots","Allium atropurpureum Waldst. & Kit.",2.3868
"monocots","Allium atrosanguineum Schrenk. var. atrosanguineum",2.7316
"monocots","Allium atroviolaceum Boiss.",1.02
"monocots","Allium backhousianum Regel",4.3936
"monocots","Allium barsczewskii Lipsky",1.7452
"monocots","Allium bigelowii S.Watson",3.2132
"monocots","Allium bisceptrum S.Watson",1.8868
"monocots","Allium bolanderi S.Watson",1.795
"monocots","Allium caesium Schrenk",1.1324
"monocots","Allium canadense L.",8.9
"monocots","Allium cardiostemon Fisch. & C.A.Mey.",1.2964539
"monocots","Allium carinatum L. subsp. pulchellum (G.Don) Bonnier & Layens",1.6516
"monocots","Allium carinatum L.",1.636
"monocots","Allium carolinianum DC.",1.894
"monocots","Allium cassium Boiss.",1.0732
"monocots","Allium cepa L.",3.32
"monocots","Allium cernuum Roth",3.8577
"monocots","Allium cf. drummondii Regel",1.9
"monocots","Allium crispum Greene",1.606
"monocots","Allium curtum Boiss. & Gaill.",0.61
"monocots","Allium cyathophorum var. farreri Stearn",2.2608
"monocots","Allium dichlamydeum Greene",3.092
"monocots","Allium dictyoprasum C.Mey. ex Kunth",1.3212
"monocots","Allium dodecadontum Vved.",1.9224
"monocots","Allium dolichostylum Vved.",1.9008
"monocots","Allium drummondii Regel",1.47
"monocots","Allium elegans Drobow",0.7332
"monocots","Allium ericetorum Thore",1.83
"monocots","Allium erubescens K.Koch",0.7836
"monocots","Allium falcifolium Hook. & Arn.",3.426
"monocots","Allium fetisowii Regel",0.7868
"monocots","Allium filidentiforme Vved.",1.392
"monocots","Allium fraseri (Ownbey) Shinners",2.83
"monocots","Allium geyeri S.Watson",1.7676
"monocots","Allium gramineum K.Koch",1.5856
"monocots","Allium griffithianum Boiss.",0.338
"monocots","Allium gunibicum Miscz. ex Grossh.",1.3824
"monocots","Allium guttatum Steven subsp. guttatum",0.3696
"monocots","Allium guttatum Steven",0.726
"monocots","Allium haematochiton S.Watson",2.0364
"monocots","Allium hymenorhizum Ledeb.",0.8383
"monocots","Allium insubricum Boiss. & Reut.",4.16
"monocots","Allium jodanthum Vved.",1.3168
"monocots","Allium karataviense Regel",6.2172
"monocots","Allium karelinii Poljak.",0.708
"monocots","Allium kaschianum Regel",1.3272
"monocots","Allium kunthianum Vved.",0.8372
"monocots","Allium leucanthum K.Koch",1.3976
"monocots","Allium libani Boiss.",3.8984
"monocots","Allium litvinovii Drobow ex Vved.",0.6392
"monocots","Allium longifolium (Kunth) Spreng.",3.6948
"monocots","Allium lusitanicum Lam.",2.022
"monocots","Allium mairei H.Lév.",3.4764
"monocots","Allium margaritae B.Fedtsch.",1.2404
"monocots","Allium melanantherum Pancic",4.6469136
"monocots","Allium moschatum L.",1.1256
"monocots","Allium narcissiflorum Vill.",4.0988
"monocots","Allium neapolitanum Cirillo",2.26
"monocots","Allium negevense Kollmann",1.9335
"monocots","Allium nevii S.Watson",3.36
"monocots","Allium nigrum L.",7.48
"monocots","Allium oleraceum L.",0.8809524
"monocots","Allium oreophiloides Regel",1.4804
"monocots","Allium oreoprasum Schrenk",2.9872
"monocots","Allium oreoscordum Vved.",1.8004
"monocots","Allium orientale Boiss.",10.46
"monocots","Allium oschaninii O.Fedtsch.",3.7468
"monocots","Allium pallasii Murray",1.5964
"monocots","Allium pangasicum Turak.",1.4256
"monocots","Allium paniculatum L. subsp. paniculatum",1.212
"monocots","Allium paniculatum L.",1.3
"monocots","Allium papillare Boiss.",1.7056
"monocots","Allium parciflorum Viv.",0.5277251
"monocots","Allium peninsulare Lemmon ex Greene var. peninsulare",1.938
"monocots","Allium petraeum Kar. & Kir.",2.5868
"monocots","Allium phanerantherum Boiss. & Hausskn.",1.2698
"monocots","Allium platycaule S.Watson",3.08
"monocots","Allium platyspathum Schrenk",1.008
"monocots","Allium ponticum Miscz. ex Grossh.",1.5908
"monocots","Allium porrum L.",3.6
"monocots","Allium praecox Brandegee",3.2
"monocots","Allium pseudoflavum Vved.",0.7932
"monocots","Allium pseudostrictum Albov",1.2448
"monocots","Allium pskemense B.Fedtsch.",6.6262712
"monocots","Allium qasyunense Mouterde",0.6624
"monocots","Allium rosenbachianum Regel",11.0838
"monocots","Allium rothii Zucc.",3.9465
"monocots","Allium rotundum subsp. waldsteinii (Don) Soó",0.574
"monocots","Allium rotundum L. subsp. rotundum",1.6632
"monocots","Allium rotundum L.",1.6
"monocots","Allium rubellum M.Bieb.",0.79
"monocots","Allium rupestre Steven",1.3672
"monocots","Allium saposhnikovii Nikitina",1.3252
"monocots","Allium sarawschanicum Regel",4.67
"monocots","Allium saxatile M.Bieb.",1.0309868
"monocots","Allium schoenoprasum L.",0.97
"monocots","Allium scorodoprasum subsp. rotundum (L.) Stearn",1.17
"monocots","Allium scorodoprasum L.",1.155
"monocots","Allium scorzonerifolium Desf. ex DC.",3.550625
"monocots","Allium semenovii Regel",1.009
"monocots","Allium serra Vved.",3
"monocots","Allium siculum Ucria subsp. dioscoridis (Sm.) K.Richt.",5.121
"monocots","Allium sp.",18.5
"monocots","Allium sphaerocephalon L.",1.36
"monocots","Allium stamineum Boiss.",1.084
"monocots","Allium stellatum Nutt. ex Ker Gawl.",1.89
"monocots","Allium stipitatum Regel",1.6732
"monocots","Allium strictum Schrad.",0.738
"monocots","Allium stylosum O.Schwarz",0.9415789
"monocots","Allium subhirsutum L.",1.455
"monocots","Allium suworowii Regel",5.5468
"monocots","Allium szovitsii Regel",1.4654
"monocots","Allium talassicum Regel",1.3792
"monocots","Allium tel-avivense Eig",4.551
"monocots","Allium tenuiflorum Ten.",1.6236
"monocots","Allium textile A.Nels. & J.F.Macbr.",2.523
"monocots","Allium tolmiei Baker",1.6696
"monocots","Allium trachyscordum Vved.",2.8168
"monocots","Allium trautvetterianum Regel",6.8104
"monocots","Allium tricoccum Sol.",14.379
"monocots","Allium tricoccum Sol. var. burdickii Hanes",13.5628
"monocots","Allium trifoliatum Cyr.",1.572
"monocots","Allium tuberosum Rottler ex Spreng.",4.408
"monocots","Allium unifolium Kellogg",5.578
"monocots","Allium ursinum L.",5.5
"monocots","Allium victorialis L.",3.9942
"monocots","Allium vineale L.",19
"monocots","Allium viridiflorum Pobed.",1.0888889
"monocots","Allium vvedenskyanum Pavlov",0.9556
"monocots","Allium wallichii Kunth",4.5866435
"monocots","Allium weschniakowii Regel",1.5016
"monocots","Allium willeanum Holmboe",0.9092
"monocots","Allium winklerianum Regel",2.18
"monocots","Alloteropsis cimicina (L.) Stapf",0.6272
"monocots","Alloteropsis semialata (R.Br.) Hitchc.",1.585
"monocots","Alloteropsis semialata (R.Br.) Hitchc. subsp. semialata",0.9908
"monocots","Alocasia brisbanensis (Bailey) Domin",10
"monocots","Aloe aageodonta L.E.Newton",1.7892
"monocots","Aloe aculeata Pole-Evans",2.2224
"monocots","Aloe acutissima H.Perrier subsp. acutissima",1.1656
"monocots","Aloe acutissima H.Perrier subsp. itampolensis Rebmann",0.8006667
"monocots","Aloe acutissima H.Perrier var. antanimorensis Reynolds",0.9866
"monocots","Aloe affinis A.Berger",0.7836
"monocots","Aloe africana Mill.",1.6328
"monocots","Aloe amudatensis Reynolds",0.7909091
"monocots","Aloe angelica Pole-Evans",2.0368
"monocots","Aloe antandroy (Decary) H.Perrier",0.93628
"monocots","Aloe arborescens Mill.",1.128
"monocots","Aloe asperifolia A.Berger",3.5832
"monocots","Aloe babatiensis Christian & I.Verd.",0.9487179
"monocots","Aloe betsileensis H.Perrier",1.36
"monocots","Aloe branddraaiensis Groenew.",0.8096
"monocots","Aloe broomii var. broomii",0.9976
"monocots","Aloe burgersfortensis Reynolds",1.124
"monocots","Aloe capitata var. quartziticola H.Perrier",1.142
"monocots","Aloe capitata Baker",1.7216
"monocots","Aloe castanea Schönland",1.772
"monocots","Aloe castellorum J.R.I.Wood",1.9344
"monocots","Aloe cataractarum T.A.McCoy & Lavranos",0.5333333
"monocots","Aloe chabaudii var. chabaudii",1.8376
"monocots","Aloe chortolirioides A.Berger var. chortolirioides",0.9636
"monocots","Aloe citrina S.Carter & Brandham",2.2644
"monocots","Aloe claviflora Burch.",3.06
"monocots","Aloe commixta A.Berger",5.0415385
"monocots","Aloe comosa Marloth & A.Berger",2.5168
"monocots","Aloe conifera H.Perrier",0.9208
"monocots","Aloe cooperi Baker",2.9696
"monocots","Aloe cryptopoda Baker",1.786
"monocots","Aloe dawei A.Berger",1.7612
"monocots","Aloe deltoideodonta Baker var. fallax J.-B.Castillon",1.496
"monocots","Aloe deltoideodonta Baker",1.2136
"monocots","Aloe deserti A.Berger",1.0352
"monocots","Aloe dewetii Reynolds",2.1048
"monocots","Aloe dichotoma L.f.",7.9144
"monocots","Aloe dinteri Berger",1.972
"monocots","Aloe distans Haw.",2.2028
"monocots","Aloe divaricata A.Berger",0.78632
"monocots","Aloe dominella Reynolds",1.0093458
"monocots","Aloe dyeri Schönland",1.468
"monocots","Aloe ecklonis Salm-Dyck",2.4154
"monocots","Aloe erinacea D.S.Hardy",1.728
"monocots","Aloe excelsa A.Berger var. excelsa",1.1752
"monocots","Aloe ferox Mill.",1.727
"monocots","Aloe fosteri Pillans",0.90876
"monocots","Aloe gariepensis Pillans",1.3498
"monocots","Aloe gerstneri Reynolds",1.7788
"monocots","Aloe globuligemma Pole-Evans",1.4576
"monocots","Aloe grandidentata Salm-Dyck",1.5172
"monocots","Aloe greatheadii",0.8884
"monocots","Aloe greatheadii var. davyana (Schönland) Glen & D.S.Hardy",1.5205
"monocots","Aloe greenii Baker",1.9316
"monocots","Aloe hereroensis Engl.",1.8969
"monocots","Aloe hlangapies Groenew.",2.2984
"monocots","Aloe ibitiensis H.Perrier",1.1152
"monocots","Aloe imalotensis Reynolds",0.91
"monocots","Aloe jucunda Reynolds",1.5421
"monocots","Aloe komatiensis Reynolds",1.3988
"monocots","Aloe laeta",1.1004
"monocots","Aloe lateritia var. lateritia",1.6385
"monocots","Aloe lineata var. muirii Reynolds",1.9516
"monocots","Aloe lineata Haw.",0.70436
"monocots","Aloe littoralis Baker",2.4039
"monocots","Aloe lutescens Groenewald",1.8372
"monocots","Aloe macroclada Baker",0.844
"monocots","Aloe maculata All.",1.645
"monocots","Aloe madecassa H.Perrier var. madecassa",1.358
"monocots","Aloe mandotoensis J.-B.Castillon",1.016
"monocots","Aloe marlothii subsp. marlothii",1.4456
"monocots","Aloe marlothii A.Berger",1.8248
"monocots","Aloe melanacantha A.Berger",1.5798
"monocots","Aloe micracantha Haw.",2.6696
"monocots","Aloe microstigma subsp. framesii (L.Bolus) H.F.Glen & D.S.Hardy",1.85
"monocots","Aloe microstigma Salm-Dyck",1.589
"monocots","Aloe mitriformis Mill.",1.046
"monocots","Aloe modesta Reynolds",1.204
"monocots","Aloe mudenensis Reynolds",1.6528
"monocots","Aloe namibensis Giess",1.8232
"monocots","Aloe niebuhriana Lavranos",1.6221277
"monocots","Aloe parvibracteata Schönland",2.0488
"monocots","Aloe parviflora Baker",0.9804
"monocots","Aloe pearsonii Schönland",1.1564
"monocots","Aloe peglerae Schönland",1.4194
"monocots","Aloe petricola Pole-Evans",1.15
"monocots","Aloe pillansii L.Guthrie",20.7816
"monocots","Aloe plicatilis Mill.",5.337
"monocots","Aloe pluridens Haw.",1.654
"monocots","Aloe polyphylla Pillans",6.8416
"monocots","Aloe pretoriensis Pole-Evans",0.9604
"monocots","Aloe prinslooi I.Verd. & D.S.Hardy",2.2476
"monocots","Aloe pruinosa Reynolds",1.336
"monocots","Aloe purpurea Lam.",2.76072
"monocots","Aloe rabaiensis Rendle",1.0312
"monocots","Aloe ramosissima Pillans",7.466
"monocots","Aloe reitzii var. reitzii",1.164
"monocots","Aloe reitzii var. vernalis D.S.Hardy",1.052
"monocots","Aloe reynoldsii Letty",0.9459459
"monocots","Aloe rupestris Baker",1.5908
"monocots","Aloe schelpei Reynolds",1.1486014
"monocots","Aloe schweinfurthii Baker",3.0028
"monocots","Aloe secundiflora var. secundiflora",1.258
"monocots","Aloe sinkatana Reynolds",0.8571429
"monocots","Aloe speciosa Reynolds",1.4261
"monocots","Aloe spicata L.f.",0.6216
"monocots","Aloe striata Haw.",1.2244
"monocots","Aloe suarezensis H.Perrier",1.3628
"monocots","Aloe suprafoliata Pole-Evans",1.6308
"monocots","Aloe suzannae Decary",6.0777
"monocots","Aloe swynnertonii Rendle",1.0448
"monocots","Aloe tewoldei M.G.Gilbert & Sebsebe",1.4392857
"monocots","Aloe thorncroftii Pole-Evans",1.248
"monocots","Aloe tormentorii (Marais) L.E.Newton & G.D.Rowley",6.452
"monocots","Aloe trachyticola (H.Perrier) Reynolds",1.6912
"monocots","Aloe transvaalensis Kuntze",1.448
"monocots","Aloe ukambensis Reynolds",2.9758621
"monocots","Aloe vaombe Decorse & Poiss.",1.7632
"monocots","Aloe vaotsanda Decary",1.272
"monocots","Aloe variegata L.",5.1796
"monocots","Aloe viridiflora Reynolds",0.9984
"monocots","Aloe vogtsii Reynolds",0.7496
"monocots","Aloe volkensii subsp. volkensii",0.7556
"monocots","Aloe vryheidensis Groenew.",1.4748
"monocots","Aloe wilsonii Reynolds",1.575
"monocots","Aloe zebrina Baker",1.8408
"monocots","Alopecurus aequalis var. amurensis (Kom.) Ohwi",0.36
"monocots","Alopecurus aequalis Sobol.",0.154
"monocots","Alopecurus agrestis L.",1.05
"monocots","Alopecurus apiatus Ovcz.",1.5
