Species,spore_type,phylum,class,order,guild,Life_style,simpleFunct,host.assoc,log10.sporeVolume,log10.sporeAspectRatio,n_samples_env,alt_mean,mat_mean,map_mean,seasonality_t_mean,seasonality_p_mean,maxsrad_mean,minvapr_mean,alt_sd,mat_sd,map_sd,seasonality_t_sd,seasonality_p_sd,maxsrad_sd,minvapr_sd,geo_extent_m,geo_extent_prop,geo_area_m,geo_area_prop
Neoceratosperma_yunnanensis,Meiospores,Ascomycota,Dothideomycetes,Mycosphaerellales,Plant Pathogen,Plant,Plant-Pathogen,yes,1.5976640099710155,0.5606673061697374,8,751.75,10.887152755535976,1496.2333333333324,416.504014925325,24.4485529864467,24648.608333333326,0.7799999974668026,110.54249344547488,0.6074879059346822,72.2674991166261,14.530208205191716,1.5559284266427096,147.3099695976393,0.030098644445977204,48867.47546772958,0.002443373773386479,1129227696.6831932,7.613147369194834e-6
Neocladophialophora_quercina,Mitospores,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA,1.819369167428053,0.6690067809585756,1,131,17.9798610475328,465.166666666667,513.686062315217,69.7265862001259,26844.3333333333,1.05666667222977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neocladosporium_leucadendri,Mitospores,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA,NA,1.882403288302688,0.6316207173872908,4,118,18.3781250293056,726.25,449.771725909029,82.64030913573005,30404.875,1.04875001311302,93.53074360871938,0.2610103946214774,10.969655114602888,16.923848986380445,2.0270648702593963,30.166551565157945,0.03608442623710662,NA,NA,NA,NA
Neocrinula_lambertiae,Mitospores,Ascomycota, Leotiomycetes,Helotiales,NA,NA,NA,NA,1.3899399030462654,0.47712125471966244,1,309,15.4066666483879,416,382.771202091884,29.7208717264529,28332.6,0.928000009059906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neocucurbitaria_unguis-hominis,Mitospores,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,0.3521513421568656,0.3424226808222063,5,665,4.74166668641071,868.75,1254.29770302848,102.394315685073,20257.75,0.109999999403954,0,0,0,0,0,0,0,NA,NA,NA,NA
Neocylindroseptoria_pistaciae,Mitospores,Ascomycota,Dothideomycetes,Dothideales,NA,NA,NA,NA,1.75242237779744,0.6020599913279624,4,338.75,17.2356770982345,510.4375,525.0855730814517,67.24170796726905,26799.5625,0.9774999916553503,244.89096213076817,0.8187669837595729,46.59997094062041,12.377496127386289,2.8966053616799057,135.49682883743074,0.0855618607272182,4908.970776642078,2.454485388321039e-4,35902163.59927503,2.4204902444126465e-7
Neodactylaria_obpyriformis,Mitospores,Ascomycota,Dothideomycetes,Notassigned,NA,NA,NA,NA,2.9565423604533647,0,2,43,14.356770771245149,679.625,1012.4012548271035,91.53001898670435,22170.625,0.375,9.899494936611665,1.2882600833829763,203.82352967702232,81.24737506833505,21.85399682418805,1549.4477342750222,0.09192387818250299,NA,NA,NA,NA
Neodeightonia_phoenicum,Mitospores,Ascomycota,Dothideomycetes,Botryosphaeriales,NA,NA,NA,NA,3.1000572681580816,0.22760107850544767,1,351,19.5725000063578,1760.2,361.218288443792,17.51581470801,21394.8,1.32400002479553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neodeightonia_subglobosa,Mitospores,Ascomycota,Dothideomycetes,Botryosphaeriales,NA,NA,NA,NA,2.4903104481638283,0.146128035678238,2,173,19.3046875286123,1622.9583333333335,587.557544299806,66.241529479008,21677.875,1.4524999856948835,169.7056274847714,9.154823106547736,1638.0717841837359,735.5312309198072,76.4306200514333,2553.53936355992,1.6864496663864175,NA,NA,NA,NA
Neodevriesia_hilliana,Mitospores,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA,NA,0.7270131133517588,0.26573945852112757,5,150.2,15.60484720424644,593.8033333333334,745.031545693931,75.59576423640507,24389.57666666666,0.687333336472512,141.37963078180675,1.8383918759418831,109.79524339525005,241.8346034510594,19.9135242290533,2268.1805328035175,0.340664379653324,8912290.547164995,0.44561452735824975,844642982693.3644,0.005694503881270743
Neodevriesia_lagerstroemiae,Mitospores,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA,NA,1.8377704913819275,0.5,28,280.35714285714283,15.99997032055992,1051.429761904762,785.2118306048699,27.384303888315088,23900.086904761905,0.686785715898233,601.7850123243359,6.4223877868939985,203.27076518413074,225.67305475771815,30.448302031240413,1374.7476722411493,0.2502349436183017,10085898.99535388,0.504294949767694,3467142818632.7144,0.02337515215560801
Neodevriesia_poagena,Meiospores,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA,NA,1.873099112763245,0.6184504075161318,42,579.5952380952381,17.36489909425891,1043.236111111111,538.1074767618546,56.035379049061284,23036.449603174606,0.7682222258950033,684.6325366360218,3.64942542033244,306.5175059638282,218.7544031188233,31.546970938789332,1517.3828784556817,0.2953327955568272,13760762.891387196,0.6880381445693599,29868458068475.492,0.20137034686080313
Neodevriesia_shakazului,Mitospores,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA,NA,1.5202736715412715,0.6989700043360189,3,68,25.914930601914765,2778.5,54.6272945696138,54.43317276747926,22719,2.6808333198229466,52.16320542297991,0.38071073468498096,274.2705097162289,17.57659547295844,7.402512701342431,193.1760854764378,0.07795571051903961,3007136.512258208,0.1503568256129104,38641066201.07722,2.605144492609334e-4
Neodevriesia_strelitziae,Mitospores,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA,NA,1.38959218921544,0.6221385604009215,1,702,23.5437500079473,2286.25,65.6466355430967,42.3305972404483,21045.5,2.18750005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neodidymella_thailandicum,Meiospores,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,2.213848643990584,0.3979400086720376,3,100.33333333333333,26.878703802824035,776.7222222222223,362.50322102837634,114.06451616277367,24995.972222222234,0.92861109972,113.03244372008125,0.5479344333399773,284.6071528993631,98.53050360391211,0.9932464397008458,255.7013276881671,0.17234158811074135,1016226.6070938136,0.05081133035469068,22012884484.87833,1.4840880550192365e-4
Neodidymelliopsis_xanthina,Mitospores,Ascomycota,Dothideomycetes,Pleosporales,Plant Pathogen,Plant,Plant-Pathogen,yes,1.5556787009110944,0.3010299956639812,252,1220.1944444444443,9.134281823348076,419.8419312169312,890.8297051925842,67.43066029906387,24139.56561318972,0.4158071608181962,1199.1546316328943,6.986815434656922,368.01492059580704,333.78805482287004,39.49502820478687,2579.2412210909642,0.40862447298890087,18550924.20922386,0.9275462104611929,45059479591204.96,0.30378679119780044
Neofabraea_malicorticis,Mitospores,Ascomycota,Leotiomycetes,Helotiales,Plant Pathogen,Plant,Plant-Pathogen,yes,1.062316756941637,0.36349936396813115,2,844.5,17.86500015364338,1281.033333333335,374.8374674180495,69.9094135907955,24341.2,1.3969999760389307,795.4951288348659,11.133396434629034,583.5516562872205,422.25357935336797,33.81306914975796,510.81393872916294,1.277034813274011,NA,NA,NA,NA
Neofabraea_vagabunda,Mitospores,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,2.0299864032967863,0.8796240168273088,25,458.72,12.077569041429419,645.8940952380952,802.027463046288,76.07554181416553,23978.465428571424,0.6117866645256684,250.47097636253187,6.038484598762838,164.41093750415132,336.9415478332417,21.41071438527615,3231.473468094491,0.4091101870037857,8957864.48119853,0.44789322405992654,4469397224220.784,0.030132257488375492
Neofomitella_rhodophaea,Meiospores,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,NA,NA,1.250876523746359,0.21387981994508107,1,534,24.1177083849907,4173.25,53.4246268948921,34.2607361596064,21546.25,2.07249993085861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neofusicoccum_arbuti,Mitospores,Ascomycota,Dothideomycetes,Botryosphaeriales,Plant Pathogen,Plant,Plant-Pathogen,yes,1.6566102324809155,0.5717983862954269,1,360,17.0888889167044,514.166666666667,528.091647894181,66.8987993498742,26819.8333333333,0.973333338896433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neofusicoccum_batangarum,Mitospores,Ascomycota,Dothideomycetes,Botryosphaeriales,Plant Pathogen,Plant,Plant-Pathogen,yes,2.3900556994692694,0.44996900867604767,3,46.666666666666664,20.738888839880634,1243.1666666666667,508.7717997187953,31.1337171560041,22902.833333333332,1.1733333567778286,30.02221399786054,2.683476003481652,263.4160603177667,209.08332000543172,10.608079564244797,284.20067000859325,0.5600297604256846,NA,NA,NA,NA
Neofusicoccum_macroclavatum,Mitospores,Ascomycota,Dothideomycetes,Botryosphaeriales,Plant Pathogen,Plant,Plant-Pathogen,yes,2.3439081322754176,0.531919920360901,1,665,4.74166668641071,868.75,1254.29770302848,102.394315685073,20257.75,0.109999999403954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neofusicoccum_mangiferae,Mitospores,Ascomycota,Dothideomycetes,Botryosphaeriales,Endophyte-Plant Pathogen,Plant,Plant-Pathogen,yes,1.941918215150146,0.33775280268872104,4,891.25,19.509635434796426,799.3125,404.336686141752,88.8114954089487,20682.125,0.9375000000000002,519.3068296617456,1.0927142448324907,69.59836414504774,57.25686468060985,4.386806088863705,1470.338885257409,0.12624379697517835,493469.6482181988,0.024673482410909938,10380505095.837286,6.998439313294556e-5
Neofusicoccum_vitifusiforme,Mitospores,Ascomycota,Dothideomycetes,Botryosphaeriales,Plant Pathogen,Plant,Plant-Pathogen,yes,2.576331118741759,0.5228787452803376,3,1109.6666666666667,16.06805549644763,621.4166666666666,367.146754278028,63.460468128344,25963.333333333332,0.7233333190282183,799.052772558442,0.14012775642751885,178.11255804499953,0.7659470434796987,28.04243589566619,2218.4684093611368,0.23094012832350505,NA,NA,NA,NA
Neohelicosporium_parvisporum,Mitospores,Ascomycota, Dothideomycetes,Tubeufiales,NA,NA,NA,NA,3.5722908238440487,0,3,72,26.0614583293597,1932,168.859396956081,94.6483412721604,23283,2.1625000834465,0,0,0,0,0,0,0,NA,NA,NA,NA
Neomyrothecium_humicola,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,0.8493323908054963,0.6020599913279624,92,398,21.538649621604073,897.2282608695654,354.1101680047925,73.6406773050885,25047.220833333336,1.1594963646993253,512.6327434629295,5.035146778996132,507.53286194776945,173.79393123195942,32.408815160493,1728.4948931921567,0.6501722403515471,14827655.719289636,0.7413827859644818,6351644780487.256,0.04282219422412291
Neopaxillus_echinospermus,Meiospores,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,NA,2.428268583286321,0,6,990.1666666666666,18.734027769830497,828.2083333333334,427.2622858144015,79.66747307713113,20989.291666666668,0.8495833401878674,396.7898268185144,1.092886687518625,74.96022556440627,47.34649997758119,16.267655752844107,1570.4931344697648,0.09562187253963544,342677.8453988842,0.01713389226994421,3121045194.6342754,2.104179438961662e-5
Neopeckia_coulteri,Meiospores,Ascomycota, Dothideomycetes,Dothideales,Plant Pathogen,Plant,Plant-Pathogen,yes,2.958047715450682,0.45079231599731334,55,3183.1272727272726,0.40724367809077405,730.8112121212121,635.307308815732,64.28381583342517,26997.774545454544,0.16914242508284963,26.50370662089483,0.10936616207023094,8.694959193462743,2.0921793205463253,0.20315290776173212,28.55790231287655,0.0026634666156925154,915.3455192636765,4.576727596318382e-5,217504360.756714,1.4663940290759135e-6
Neopestalotiopsis_asiatica,Mitospores,Ascomycota,Sordariomycetes,Amphisphaeriales,NA,NA,NA,NA,2.63702895909537,0.5835765856339493,304,464.73026315789474,21.876965697992397,1628.1701206140351,242.320117948974,66.49836959978657,22362.850986842106,1.7020931914187312,620.7601001348287,6.243836469428184,627.0761558053642,227.34227921530834,30.252236340132395,2766.3007415724846,0.8028505184452959,19508872.44459312,0.975443622229656,NA,NA
Neopestalotiopsis_honoluluana,Mitospores,Ascomycota,Sordariomycetes,Amphisphaeriales,NA,NA,NA,NA,3.0402344716380316,0.5329790721846633,36,644.7777777777778,20.664467613777305,1895.9194444444445,306.5322040528591,42.31144899710043,21124.618055555555,1.5214259262438175,678.6527035704581,3.8508695749442334,1079.5308744307438,253.91788677847325,33.87831642504556,2346.7080821845066,0.7307637481047733,18670315.95365451,0.9335157976827254,26356299224987.65,0.17769170088175804
Neopestalotiopsis_javaensis,Mitospores,Ascomycota,Sordariomycetes,Amphisphaeriales,Plant Pathogen,Plant,Plant-Pathogen,yes,2.9369347211533734,0.5500309913239524,180,317.2,20.860736490343356,1551.7616666666668,407.05326842408084,51.00030462055572,22754.81648148148,1.338347234174057,494.0205071173807,4.709691792476156,733.3200439668976,270.9761666607105,34.990589449628025,1843.2495590454214,0.6804640834634959,19106809.136339612,0.9553404568169807,23239544098342.137,0.15667882972872005
Neopestalotiopsis_magna,Mitospores,Ascomycota,Sordariomycetes,Amphisphaeriales,NA,NA,NA,NA,3.317898509374373,0.6657290711973397,7,1738.142857142857,7.136438470996089,1235.4785714285715,522.7379437771978,23.3557327649321,23145.84761904763,0.45252381165822314,605.8513097483652,5.748524664845581,154.21595209624843,19.70925888961486,12.099756389655397,102.91727504478881,0.20522805328968327,10248044.755156392,0.5124022377578196,84352639365.57697,5.686975942557404e-4
Neopestalotiopsis_mesopotamica,Mitospores,Ascomycota,Sordariomycetes,Amphisphaeriales,Plant Pathogen,Plant,Plant-Pathogen,yes,3.0143045173092964,0.545944049349031,32,166.6875,24.28341575088658,1338.7984375,307.98084618008136,93.58911331950354,24024.889062500002,1.437416692078113,258.384114849291,5.486440452681433,558.6938912894491,120.25901773988781,31.754835325645708,821.516278049639,0.5984925528796771,17545610.493734866,0.8772805246867433,2679738373794.406,0.018066545135676855
Neopestalotiopsis_natalensis,Mitospores,Ascomycota,Sordariomycetes,Amphisphaeriales,NA,NA,NA,NA,1.9231186049664148,0.4522976709946303,4,703,10.912291644699849,1466.825,428.892722860331,24.9887961187062,24799.875,0.7795000016689304,41.569219381653056,0.5030164048107767,59.55368026690995,1.5799865710447394,0.0023872580106381923,164.97783942093557,0.01789787568890832,NA,NA,NA,NA
Neopestalotiopsis_rosae,Mitospores,Ascomycota,Sordariomycetes,Amphisphaeriales,Plant Pathogen,Plant,Plant-Pathogen,yes,3.0476584897172385,0.5404030902638702,100,199.15,17.700723264084342,1269.2909166666668,655.4200622600313,43.855289209843995,22309.98261904762,0.8659200159832835,353.29900848139863,4.615438325298595,535.6944012579696,276.19562148538404,30.01726423183702,1110.39638338931,0.5554767427809538,19326245.47056494,0.966312273528247,NA,NA
Neophaeomoniella_niveniae,Mitospores,Ascomycota,Eurotiomycetes,Phaeomoniellales,NA,NA,NA,NA,0.8071347110110415,0.3590219426416679,74,312.7027027027027,15.901226538696664,817.7585585585587,437.0404381189867,51.550533973048374,27424.76869369369,0.9205090081906534,278.84962951922006,4.069825847929373,369.23738812829555,104.06236827342292,29.554413047106387,2436.927965215231,0.1526070456409835,18209475.00051686,0.9104737500258431,2238250120246.0737,0.015090072679409363
Neophaeosphaeria_agaves,Mitospores,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,1.7243936541971963,0.04575749056067514,5,64,19.1895832469066,1395.25,629.486110806992,25.0091395640024,22738.75,0.850000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA
Neophaeothecoidea_proteae,Mitospores,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA,NA,2.153966510738303,0.21387981994508107,13,696.6153846153846,10.954850439669205,388.1371794871795,664.6905577870273,71.68854149695585,26111.360256410262,0.6290384648511035,470.5414502573141,7.407948599136821,164.25488297519982,434.7705871170054,30.164364705793293,2969.5509676575057,0.3646395843816363,18838759.84912927,0.9419379924564636,13260226775980.752,0.0893992069898787
Neoscytalidium_dimidiatum,Mitospores,Ascomycota,Dothideomycetes,Botryosphaeriales,Human Pathogen,Human,Human,yes,2.454809476384651,0.2932274589986932,3,220.66666666666666,25.9802082578341,1638.5833333333333,202.11434256952336,74.78127299422603,21690.166666666668,1.9208333293596889,68.53709457901854,0.1971556766591389,1145.1676824087087,231.15358946090882,44.85518945084327,5531.824633051317,1.0371063537381229,15208994.91125324,0.760449745562662,156585248877.14276,0.0010556830823803159
Neoscytalidium_novaehollandiae,Mitospores,Ascomycota,Dothideomycetes,Botryosphaeriales,Plant Pathogen,Plant,Plant-Pathogen,yes,1.9013168886228737,0.4123652452228461,1,204,26.0697915554047,487.75,468.88369632405,107.147467562244,25723.75,0.747500002384186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neosphaerellopsis_thailandica,Mitospores,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,1.9462424038135526,0.505149978319906,1,1405,15.1250000062088,866,350.697154898046,70.9543276753523,22785.5,0.639999985694885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neostagonospora_caricis,Mitospores,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,1.9685027132460164,0.6172999578846993,33,2196.2727272727275,4.3545202020054,757.4631313131312,701.9765184056954,58.64476627111879,23008.07171717172,0.330454541866978,1645.012638111165,6.175495639104836,382.21665896210254,203.6535386569869,27.19713420839005,4377.258011663023,0.24372211685705097,11366259.045113161,0.568312952255658,1048360811408.231,0.007067950402547299
Neostagonospora_elegiae,Mitospores,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,2.357331854660646,1.320335150859368,20,275.5,14.801485130264169,398.23107142857145,586.6261369638947,33.56901987368151,26966.991309523815,0.7559238113250047,442.4979928589626,4.787942167037512,125.18985215945536,132.63837016315975,20.47287779562651,2470.7550048209673,0.24471801780750918,14422696.444093168,0.7211348222046584,33564572770225.11,0.22628920600720778
Neosulcatispora_strelitziae,Mitospores,Ascomycota,Dothideomycetes,Pleosporales,Plant Pathogen,Plant,Plant-Pathogen,yes,1.3758152603546592,0.33881855655338095,1,1,16.7861110369364,1216,322.999487609304,23.5052980516202,25019,0.95333331823349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neotrimmatostroma_paraexcentricum,Mitospores,Ascomycota,Dothideomycetes,Capnodiales,Plant Pathogen,Plant,Plant-Pathogen,yes,2.7189986223104903,0,18,870.5,11.68924932142858,886.3215608465609,474.8743715564214,28.951733754592908,25187.29775132276,0.7227685107125175,427.4155231291497,5.849398842695298,288.3927552745261,115.64620326094581,30.813732121721774,1242.7335947192994,0.33324482676520845,15441780.779620755,0.7720890389810378,7712657236538.353,0.051998012732348685
Neurospora_crassa,Meiospores,Ascomycota,Sordariomycetes,Sordariales,Endophyte-Plant Pathogen-Undefined Saprotroph,Plant,Plant-Pathogen,yes,3.49657948678895,0.29347685777353527,241,703.3236514522822,15.870375153725197,1094.4983402489627,607.4216620748184,66.51083449534528,22275.61203319502,0.8747275316278819,1193.7387743890808,8.051427373989236,791.4093842586175,367.4225185285032,35.84773003377102,2122.1160504503832,0.7286045746497767,19689899.280787643,0.9844949640393822,51373594808547.69,0.3463559646221679
Obba_valdiviana,Meiospores,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,NA,NA,1.9635627033290912,0,26,404.61538461538464,10.767264967431464,1389.023717948718,357.65277018859734,32.01492520856493,22672.84679487179,0.8023076934310106,385.32127653926165,0.8805241234193542,172.82263613138684,82.46204112359943,13.579224121607629,2145.1509749304064,0.07218943790006767,9893725.34749276,0.494686267374638,580354432413.9758,0.0039126952281729145
Oblongocollomyces_variabilis,Mitospores,Ascomycota, Dothideomycetes,Botryosphaeriales,NA,NA,NA,NA,1.351202755361317,0,9,644.4444444444445,21.512731453886722,547.1111111111111,398.08490999344144,48.32612627067182,25127.898148148146,1.1595370305909056,234.90003784115868,1.7751534731284149,387.5063126725952,284.5811102350245,14.135446837251052,5032.527157219902,0.6063121412003906,17713547.465859383,0.8856773732929691,462078003313.079,0.003115286620775042
Ochrocladosporium_adansoniae,Mitospores,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,1.8404307703808436,0.40224009455299636,9,1351.2222222222222,7.125386893697824,917.4547619047619,790.7242301327625,47.558557180412905,21629.769576719587,0.37179629786147034,1554.9814932803683,5.8708093877788805,332.01489737522564,253.89535210419302,40.594312971274285,2196.052508652902,0.2751817838284237,15116178.242768243,0.7558089121384122,10896963844041.365,0.07346630964255331
Ochrocladosporium_frigidarii,Mitospores,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,1.9474471049519233,0.1983676537668335,7,329.2857142857143,17.31140872315754,504.92857142857156,524.6461325748404,67.46441520056807,26798.380952380943,0.9855952418985832,191.4364248566734,0.6746329732077605,39.69529279198313,9.661218074365749,2.256629952774462,111.82926446835653,0.07085738204099996,5728.982071344819,2.864491035672409e-4,35902163.59927503,2.4204902444126465e-7
Ochroconis_bacilliformis,Mitospores,Ascomycota,Not assigned,Notassigned,NA,NA,NA,NA,1.4372677394418525,0.6910010746647435,45,881.3555555555556,6.708247691286085,759.7670370370372,695.7794122350255,36.24972679980464,22527.386481481477,0.43736296134414493,606.5312011593451,5.062754883433764,337.1497854206693,196.05330556884684,20.32483691026354,2729.6980211616597,0.2123725197288351,17178033.552187193,0.8589016776093596,19372421510688.766,0.13060705143190512
Ochroconis_cordanae,Mitospores,Ascomycota,Not assigned,Notassigned,NA,NA,NA,NA,1.5763311187417586,0.4259687322722811,168,220.70238095238096,20.353628876698384,1612.9906746031747,484.07628157805414,40.943268390325386,22175.38273809524,1.3131071536003478,469.60112465977153,5.505017088090143,788.6685865960268,301.6699723172364,32.430845374220176,2175.9261890604575,0.7629985233546859,18371675.464734975,0.9185837732367488,33984966717781.61,0.22912346262814073
Ochroconis_musae,Mitospores,Ascomycota,Not assigned,Notassigned,NA,NA,NA,NA,1.8537277303918207,0.39831732803882847,79,326.7848101265823,13.340005273847428,688.9,987.110470048969,93.44662932922496,22036.845780590716,0.35532911544359186,1055.4861763586762,4.169091981849685,216.61221621852198,108.83885457319602,23.291761977348074,1407.848888492997,0.13904675463280225,12802699.18426269,0.6401349592131345,441805418293.0997,0.0029786107512715207
Ochroconis_robusta,Mitospores,Ascomycota,Not assigned,Notassigned,NA,NA,NA,NA,1.4774866059565026,0.2430380486862944,1,950,11.9635416427627,1297.25,435.284094438497,31.607084134349,24473.5,0.697499990463257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ochroconis_tshawytschae,Mitospores,Ascomycota,Not assigned,Notassigned,Human Pathogen,Human,Human,yes,2.2925953782641915,0.6139592146276701,116,99.99137931034483,14.902080337459616,629.7689655172414,929.6595415541441,86.6381426129648,23104.23117816092,0.442249998630121,105.09825594793831,2.489703589824228,144.8571060341272,212.26204495335116,30.852747088569803,2018.7692330386424,0.224092191663368,18982292.633104652,0.9491146316552326,1983481219110.9155,0.013372444609245278
Ochrolechia_frigida,Meiospores,Ascomycota,Lecanoromycetes,Pertusariales,Lichenized,Lichen,Lichen,yes,3.880325439495273,0.2260652340175198,6,444.3333333333333,-2.2483506838957963,607.6898148148147,930.5212262812647,47.846528934065404,18215.8449074074,0.52541666607269,315.4391647634559,14.576408482368526,705.4191784573135,485.3625970712712,16.456151739763992,391.5275346030945,1.0923882462976855,10652303.356429528,0.5326151678214764,3818907787634.6685,0.02574671863081771
Octaviania_decimae,Meiospores,Basidiomycota,Agaricomycetes,Boletales,NA,NA,NA,NA,2.8635764490257096,0.03828861216157437,1,656,11.6533333271742,2051.6,817.838350326803,47.3426340362081,18338.2,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Octaviania_nonae,Meiospores,Basidiomycota,Agaricomycetes,Boletales,NA,NA,NA,NA,2.751194062092371,0.05188674828904572,2,328,21.2791666686535,2227.5,458.816573352866,25.9272382738067,21195.25,1.16999998688698,0,0,0,0,0,0,0,NA,NA,NA,NA
Oculimacula_anguioides,Mitospores,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,2.143267569704877,2.1335389083702174,113,1018.1150442477876,9.105773121729856,865.0246312684367,486.4542850469489,33.62989007374453,24607.889380530974,0.6376371719118944,1012.4980401410696,6.437986282953386,297.90987818687086,131.78347725982658,18.210774790632854,2894.477283398065,0.30348907630873156,17669436.90325151,0.8834718451625755,2396473395978.974,0.016156799185435958
Oculimacula_yallundae,Mitospores,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,1.8585824710850747,1.423901966695091,91,1927.5714285714287,3.5392567167681537,658.3284493284492,669.2288801010175,53.17020112765975,22163.242704517703,0.38430769181308827,1897.614860484118,6.792524179725815,351.4846514598056,223.70831360845781,40.756117997598444,2003.8124783136914,0.30381507399049007,16419704.154247621,0.820985207712381,32946449031834.223,0.22212187365555747
Odontia_fibrosa,Meiospores,Basidiomycota,Agaricomycetes,Thelephorales,NA,NA,NA,NA,2.2542927423532606,0,82,624.4512195121952,4.836485872411628,680.2492740998838,789.7324680438613,30.954497361299055,19825.402177700344,0.38428978098558564,410.120161628032,5.886431017214615,283.76724194101905,195.10182934004592,11.536867897074982,2341.823617854413,0.20915739042000608,12374613.42127566,0.618730671063783,4103398085279.0947,0.027664725572583995
Oedocephalum_adhaerens,Mitospores,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA,NA,3.1099999277955086,0,6,361.1666666666667,21.240104124570877,386.1666666666667,569.4266642118307,56.65608926134095,28326.5,0.7649999881784122,403.60248595204,6.2450629453377,252.91044198819998,103.08156265695881,34.89532388038816,2388.206089306365,0.14892950327140067,2592065.605335775,0.12960328026678875,1541031729543.782,0.01038949158976701
Oidiodendron_cereale,Mitospores,Ascomycota,Leotiomycetes,Notassigned,NA,NA,NA,NA,1.168091153429909,0.25527250510330607,363,1367.4765840220387,9.29799855229057,634.8814967860422,888.6612328495777,88.95652368169567,22140.42580348944,0.3319683186302802,1738.6716547608871,7.287750740907761,306.79714677233056,252.6478409626953,28.650430800818857,1874.4128345026277,0.24555848623341295,19297028.35940394,0.9648514179701971,50207408854069.56,0.33849364814037697
Oidiodendron_echinulatum,Mitospores,Ascomycota,Leotiomycetes,Notassigned,NA,NA,NA,NA,1.2546487052471134,0,1311,821.9473684210526,5.658273053203366,854.6062790925494,831.9724157589009,35.716653294381686,21173.976880222075,0.36285774244699953,785.9037173553725,4.973945808072926,417.31544434466355,251.7018599534774,24.450387121016703,1990.6961365133754,0.26277904925853435,19659384.47273017,0.9829692236365085,54000389791996.38,0.3640655703787358
Oidiodendron_griseum,Mitospores,Ascomycota,Leotiomycetes,Notassigned,NA,NA,NA,NA,0.6767016638593215,0.19188552623891308,356,747.4803370786517,6.4710179227614075,811.5037709559481,748.2075124140007,36.143791873545574,22162.353046972534,0.430751103205009,585.4647867410036,5.064705786560247,379.71448591609976,254.61243501038211,21.534624204589264,2601.4746721980596,0.25265591929180314,18851351.00430822,0.942567550215411,29691898996110.695,0.20018000213118867
Oidiodendron_maius,Mitospores,Ascomycota,Leotiomycetes,Notassigned,NA,NA,NA,NA,0.6767016638593215,0.19188552623891308,1320,554.2340909090909,8.294305057152815,929.5555033014125,802.8989485834427,33.064981528688,21305.728673422534,0.46788301124725773,698.0281599653096,6.6693977819681,386.8650780604827,263.48692060803796,21.638631806704648,2227.2890186267373,0.3608289615090675,19057392.920268107,0.9528696460134054,45213480300752.81,0.3048250495580869
Oidiodendron_myxotrichoides,Mitospores,Ascomycota,Leotiomycetes,Notassigned,NA,NA,NA,NA,0.7189986223104902,0.09691001300805642,7,572.7142857142857,1.0038095187565828,806.7880952380951,1060.4151706986645,56.341294770472494,19406.15476190477,0.18342857126678733,630.7061424270721,4.4241846590525595,243.04438083155088,123.15987823408723,35.286579380708666,769.1664308041534,0.08274228423090761,10526860.864178952,0.5263430432089475,4634669014506.277,0.03124650441936192
